,country_from,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,country_to,total
313,Macedonia,710.0,819.0,928.0,1037.0,1146.0,1255.0,1444.8,1634.6,1824.4,2014.2,2204.0,2273.6,2343.2,2412.8,2482.4,2552.0,2651.6,2751.2,2850.8,2950.4,3050.0,3117.8,3185.6,3253.4,3321.2,3389.0,3471.0,3553.0,3635.0,3717.0,3799.0,Switzerland,16959.0
314,Mexico,0.0,33.4,66.8,100.19999999999999,133.6,167.0,214.0,261.0,308.0,355.0,402.0,433.0,464.0,495.0,526.0,557.0,606.0,655.0,704.0,753.0,802.0,811.8,821.6,831.4,841.2,851.0,870.6,890.2,909.8,929.4,949.0,Switzerland,3728.0
315,Morocco,0.0,109.0,218.0,327.0,436.0,545.0,715.6,886.2,1056.8,1227.4,1398.0,1436.8,1475.6,1514.4,1553.2,1592.0,1664.4,1736.8,1809.2,1881.6,1954.0,1983.2,2012.4,2041.6,2070.8,2100.0,2147.0,2194.0,2241.0,2288.0,2335.0,Switzerland,9924.0
316,Netherlands,2438.0,2513.0,2588.0,2663.0,2738.0,2813.0,2962.6,3112.2,3261.8,3411.4,3561.0,3629.6,3698.2,3766.8,3835.4,3904.0,4048.0,4192.0,4336.0,4480.0,4624.0,4685.6,4747.2,4808.8,4870.4,4932.0,5044.0,5156.0,5268.0,5380.0,5492.0,Switzerland,27764.0
317,Norway,0.0,28.8,57.6,86.4,115.2,144.0,185.8,227.6,269.4,311.2,353.0,360.0,367.0,374.0,381.0,388.0,405.2,422.4,439.6,456.8,474.0,479.8,485.6,491.4,497.2,503.0,514.4,525.8,537.2,548.6,560.0,Switzerland,2422.0
318,Peru,0.0,48.8,97.6,146.39999999999998,195.2,244.0,314.6,385.2,455.79999999999995,526.4,597.0,654.2,711.4,768.6,825.8,883.0,971.4,1059.8,1148.2,1236.6,1325.0,1341.8,1358.6,1375.4,1392.2,1409.0,1441.2,1473.4,1505.6,1537.8,1570.0,Switzerland,6028.0
319,Philippines,0.0,70.0,140.0,210.0,280.0,350.0,447.0,544.0,641.0,738.0,835.0,884.0,933.0,982.0,1031.0,1080.0,1165.2,1250.4,1335.6,1420.8,1506.0,1523.4,1540.8,1558.2,1575.6,1593.0,1629.8,1666.6,1703.4,1740.2,1777.0,Switzerland,7141.0
320,Poland,1472.0,1589.2,1706.4,1823.6,1940.8,2058.0,2270.8,2483.6,2696.4,2909.2,3122.0,3134.0,3146.0,3158.0,3170.0,3182.0,3241.4,3300.8,3360.2,3419.6,3479.0,3524.2,3569.4,3614.6,3659.8,3705.0,3789.2,3873.4,3957.6,4041.8,4126.0,Switzerland,21144.0
321,Portugal,1023.0,1541.6,2060.2,2578.8,3097.4,3616.0,4471.0,5326.0,6181.0,7036.0,7891.0,7651.8,7412.6,7173.4,6934.2,6695.0,6577.4,6459.8,6342.2,6224.6,6107.0,6212.4,6317.8,6423.2,6528.6,6634.0,6778.6,6923.2,7067.8,7212.4,7357.0,Switzerland,39323.0
322,Romania,881.0,936.6,992.2,1047.8,1103.4,1159.0,1266.8,1374.6,1482.4,1590.2,1698.0,1725.4,1752.8,1780.2,1807.6,1835.0,1898.8,1962.6,2026.4,2090.2,2154.0,2180.4,2206.8,2233.2,2259.6,2286.0,2338.6,2391.2,2443.8,2496.4,2549.0,Switzerland,12562.0
323,Russia,0.0,45.4,90.8,136.2,181.6,227.0,290.4,353.8,417.2,480.6,544.0,628.6,713.2,797.8,882.4,967.0,1114.6,1262.2,1409.8,1557.4,1705.0,1722.2,1739.4,1756.6,1773.8,1791.0,1829.4,1867.8,1906.2,1944.6,1983.0,Switzerland,7217.0
324,Serbia and Montenegro,3708.0,4304.2,4900.4,5496.6,6092.8,6689.0,7683.6,8678.2,9672.8,10667.4,11662.0,12131.2,12600.4,13069.6,13538.8,14008.0,14449.6,14891.2,15332.8,15774.4,16216.0,16427.8,16639.6,16851.4,17063.2,17275.0,17656.4,18037.8,18419.2,18800.6,19182.0,Switzerland,88740.0
325,Slovakia,3996.0,3797.6,3599.2,3400.8,3202.4,3004.0,2785.0,2566.0,2347.0,2128.0,1909.0,1870.6,1832.2,1793.8,1755.4,1717.0,1688.2,1659.4,1630.6,1601.8,1573.0,1595.8,1618.6,1641.4,1664.2,1687.0,1721.0,1755.0,1789.0,1823.0,1857.0,Switzerland,15743.0
326,Slovenia,700.0,810.8,921.6,1032.4,1143.2,1254.0,1435.8,1617.6,1799.4,1981.2,2163.0,2230.6,2298.2,2365.8,2433.4,2501.0,2592.2,2683.4,2774.6,2865.8,2957.0,3019.8,3082.6,3145.4,3208.2,3271.0,3354.0,3437.0,3520.0,3603.0,3686.0,Switzerland,16532.0
327,South Africa,0.0,35.6,71.2,106.80000000000001,142.4,178.0,230.2,282.4,334.6,386.8,439.0,488.8,538.6,588.4,638.2,688.0,754.6,821.2,887.8,954.4,1021.0,1035.4,1049.8,1064.2,1078.6,1093.0,1117.4,1141.8,1166.2,1190.6,1215.0,Switzerland,4634.0
328,Spain,7969.0,8478.0,8987.0,9496.0,10005.0,10514.0,11340.6,12167.2,12993.8,13820.4,14647.0,13986.4,13325.8,12665.2,12004.6,11344.0,10942.6,10541.2,10139.8,9738.4,9337.0,9491.0,9645.0,9799.0,9953.0,10107.0,10329.0,10551.0,10773.0,10995.0,11217.0,Switzerland,75135.0
329,Sri Lanka,0.0,87.8,175.6,263.4,351.2,439.0,583.2,727.4,871.5999999999999,1015.8,1160.0,1174.8,1189.6,1204.4,1219.2,1234.0,1269.6,1305.2,1340.8,1376.4,1412.0,1435.8,1459.6,1483.4,1507.2,1531.0,1564.4,1597.8,1631.2,1664.6,1698.0,Switzerland,7474.0
330,Sweden,1023.0,1052.2,1081.4,1110.6,1139.8,1169.0,1241.4,1313.8,1386.2,1458.6,1531.0,1569.6,1608.2,1646.8,1685.4,1724.0,1792.6,1861.2,1929.8,1998.4,2067.0,2092.4,2117.8,2143.2,2168.6,2194.0,2244.2,2294.4,2344.6,2394.8,2445.0,Switzerland,12153.0
331,Thailand,0.0,24.0,48.0,72.0,96.0,120.0,154.6,189.2,223.8,258.4,293.0,327.6,362.2,396.8,431.4,466.0,519.4,572.8,626.2,679.6,733.0,742.4,751.8,761.2,770.6,780.0,797.8,815.6,833.4,851.2,869.0,Switzerland,3261.0
332,Tunisia,388.0,452.2,516.4,580.6,644.8,709.0,813.4,917.8,1022.2,1126.6,1231.0,1239.0,1247.0,1255.0,1263.0,1271.0,1297.8,1324.6,1351.4,1378.2,1405.0,1428.2,1451.4,1474.6,1497.8,1521.0,1554.4,1587.8,1621.2,1654.6,1688.0,Switzerland,8213.0
333,Turkey,2277.0,2588.8,2900.6,3212.4,3524.2,3836.0,4351.0,4866.0,5381.0,5896.0,6411.0,6313.8,6216.6,6119.4,6022.2,5925.0,5935.0,5945.0,5955.0,5965.0,5975.0,6075.8,6176.6,6277.4,6378.2,6479.0,6620.6,6762.2,6903.8,7045.4,7187.0,Switzerland,38090.0
334,Ukraine,0.0,16.2,32.4,48.599999999999994,64.8,81.0,102.8,124.6,146.4,168.2,190.0,219.0,248.0,277.0,306.0,335.0,382.4,429.8,477.2,524.6,572.0,574.8,577.6,580.4,583.2,586.0,595.2,604.4,613.6,622.8,632.0,Switzerland,2396.0
335,United Kingdom,4047.0,4063.8,4080.6,4097.4,4114.2,4131.0,4275.2,4419.4,4563.6,4707.8,4852.0,4986.4,5120.8,5255.2,5389.6,5524.0,5763.0,6002.0,6241.0,6480.0,6719.0,6806.8,6894.6,6982.4,7070.2,7158.0,7320.8,7483.6,7646.4,7809.2,7972.0,Switzerland,40403.0
336,United States,3198.0,3257.4,3316.8,3376.2,3435.6,3495.0,3695.4,3895.8,4096.2,4296.6,4497.0,4622.0,4747.0,4872.0,4997.0,5122.0,5346.6,5571.2,5795.8,6020.4,6245.0,6320.0,6395.0,6470.0,6545.0,6620.0,6772.2,6924.4,7076.6,7228.8,7381.0,Switzerland,36558.0
337,Venezuela,0.0,20.6,41.2,61.800000000000004,82.4,103.0,133.4,163.8,194.2,224.6,255.0,269.4,283.8,298.2,312.6,327.0,351.6,376.2,400.8,425.4,450.0,455.8,461.6,467.4,473.2,479.0,490.0,501.0,512.0,523.0,534.0,Switzerland,2148.0
338,Vietnam,422.0,467.6,513.2,558.8,604.4,650.0,730.2,810.4,890.6,970.8,1051.0,1094.8,1138.6,1182.4,1226.2,1270.0,1330.0,1390.0,1450.0,1510.0,1570.0,1594.0,1618.0,1642.0,1666.0,1690.0,1727.6,1765.2,1802.8,1840.4,1878.0,Switzerland,8531.0
339,Algeria,0.0,17.2,34.4,51.599999999999994,68.8,86.0,320.6,555.2,789.8,1024.4,1259.0,1391.0,1523.0,1655.0,1787.0,1919.0,2091.6,2264.2,2436.8,2609.4,2782.0,2982.8,3183.6,3384.4,3585.2,3786.0,4108.2,4430.4,4752.6,5074.8,5397.0,Chile,15229.0
340,Andorra,0.0,2.0,4.0,6.0,8.0,10.0,38.4,66.8,95.19999999999999,123.6,152.0,171.0,190.0,209.0,228.0,247.0,275.4,303.8,332.2,360.6,389.0,417.0,445.0,473.0,501.0,529.0,574.0,619.0,664.0,709.0,754.0,Chile,2081.0
341,Angola,0.0,1.8,3.6,5.4,7.2,9.0,32.8,56.6,80.4,104.2,128.0,150.8,173.6,196.4,219.2,242.0,283.0,324.0,365.0,406.0,447.0,479.2,511.4,543.6,575.8,608.0,659.6,711.2,762.8,814.4,866.0,Chile,2300.0
342,Argentina,1570.0,1706.8,1843.6,1980.4,2117.2,2254.0,3686.6,5119.2,6551.799999999999,7984.4,9417.0,10581.2,11745.4,12909.6,14073.8,15238.0,16876.2,18514.4,20152.6,21790.8,23429.0,25216.8,27004.6,28792.4,30580.2,32368.0,35336.0,38304.0,41272.0,44240.0,47208.0,Chile,131484.0
343,Australia,10.0,17.4,24.8,32.2,39.6,47.0,125.6,204.2,282.79999999999995,361.4,440.0,493.0,546.0,599.0,652.0,705.0,778.8,852.6,926.4,1000.2,1074.0,1155.0,1236.0,1317.0,1398.0,1479.0,1612.4,1745.8,1879.2,2012.6,2146.0,Chile,5901.0
344,Austria,230.0,243.2,256.4,269.6,282.8,296.0,383.6,471.2,558.8,646.4,734.0,794.8,855.6,916.4,977.2,1038.0,1099.8,1161.6,1223.4,1285.2,1347.0,1448.2,1549.4,1650.6,1751.8,1853.0,2019.4,2185.8,2352.2,2518.6,2685.0,Chile,8183.0
345,Belgium,60.0,107.4,154.8,202.2,249.6,297.0,924.8,1552.6,2180.3999999999996,2808.2,3436.0,3802.8,4169.6,4536.4,4903.2,5270.0,5751.0,6232.0,6713.0,7194.0,7675.0,8231.4,8787.8,9344.2,9900.6,10457.0,11352.8,12248.6,13144.4,14040.2,14936.0,Chile,42131.0
346,Bolivia,330.0,340.6,351.2,361.8,372.4,383.0,458.2,533.4,608.6,683.8,759.0,956.4,1153.8,1351.2,1548.6,1746.0,2132.4,2518.8,2905.2,3291.6,3678.0,3967.8,4257.6,4547.4,4837.2,5127.0,5616.2,6105.4,6594.6,7083.8,7573.0,Chile,19596.0
347,Brazil,240.0,274.0,308.0,342.0,376.0,410.0,906.0,1402.0,1898.0,2394.0,2890.0,3387.8,3885.6,4383.4,4881.2,5379.0,6247.4,7115.8,7984.2,8852.6,9721.0,10447.4,11173.8,11900.2,12626.6,13353.0,14544.4,15735.8,16927.2,18118.6,19310.0,Chile,51303.0
348,Bulgaria,10.0,11.2,12.4,13.6,14.8,16.0,21.6,27.2,32.8,38.4,44.0,287.4,530.8,774.2,1017.6,1261.0,1875.4,2489.8,3104.2,3718.6,4333.0,4645.4,4957.8,5270.2,5582.6,5895.0,6395.6,6896.2,7396.8,7897.4,8398.0,Chile,19957.0
349,Canada,50.0,55.2,60.4,65.6,70.8,76.0,139.2,202.4,265.6,328.8,392.0,442.8,493.6,544.4,595.2,646.0,717.8,789.6,861.4,933.2,1005.0,1084.0,1163.0,1242.0,1321.0,1400.0,1533.6,1667.2,1800.8,1934.4,2068.0,Chile,5637.0
350,Cape Verde,0.0,1.0,2.0,3.0,4.0,5.0,20.2,35.4,50.599999999999994,65.8,81.0,102.6,124.2,145.8,167.4,189.0,233.6,278.2,322.8,367.4,412.0,441.6,471.2,500.8,530.4,560.0,607.8,655.6,703.4,751.2,799.0,Chile,2046.0
351,China,100.0,110.0,120.0,130.0,140.0,150.0,209.0,268.0,327.0,386.0,445.0,671.8,898.6,1125.4,1352.2,1579.0,2093.0,2607.0,3121.0,3635.0,4149.0,4453.2,4757.4,5061.6,5365.8,5670.0,6162.8,6655.6,7148.4,7641.2,8134.0,Chile,20227.0
352,Colombia,160.0,187.6,215.2,242.8,270.4,298.0,690.8,1083.6,1476.4,1869.2,2262.0,4510.8,6759.6,9008.400000000001,11257.2,13506.0,18895.8,24285.6,29675.4,35065.2,40455.0,43403.0,46351.0,49299.0,52247.0,55195.0,59954.8,64714.6,69474.4,74234.2,78994.0,Chile,190870.0
353,Costa Rica,50.0,52.6,55.2,57.8,60.4,63.0,91.8,120.6,149.4,178.2,207.0,226.6,246.2,265.8,285.4,305.0,325.2,345.4,365.6,385.8,406.0,439.4,472.8,506.2,539.6,573.0,630.6,688.2,745.8,803.4,861.0,Chile,2465.0
354,Cuba,40.0,94.8,149.6,204.39999999999998,259.2,314.0,1014.8,1715.6,2416.3999999999996,3117.2,3818.0,4440.0,5062.0,5684.0,6306.0,6928.0,7971.2,9014.4,10057.6,11100.8,12144.0,13044.6,13945.2,14845.8,15746.4,16647.0,18116.8,19586.6,21056.4,22526.2,23996.0,Chile,63887.0
355,Denmark,30.0,49.8,69.6,89.4,109.2,129.0,385.0,641.0,897.0,1153.0,1409.0,1482.0,1555.0,1628.0,1701.0,1774.0,1779.8,1785.6,1791.4,1797.2,1803.0,1933.4,2063.8,2194.2,2324.6,2455.0,2665.0,2875.0,3085.0,3295.0,3505.0,Chile,11105.0
356,Dominican Republic,10.0,26.8,43.6,60.400000000000006,77.2,94.0,314.8,535.6,756.4000000000001,977.2,1198.0,1781.8,2365.6,2949.3999999999996,3533.2,4117.0,5445.0,6773.0,8101.0,9429.0,10757.0,11532.8,12308.6,13084.4,13860.2,14636.0,15880.6,17125.2,18369.8,19614.4,20859.0,Chile,51671.0
357,Ecuador,70.0,74.2,78.4,82.6,86.8,91.0,172.0,253.0,334.0,415.0,496.0,2875.6,5255.2,7634.799999999999,10014.4,12394.0,18313.0,24232.0,30151.0,36070.0,41989.0,45065.2,48141.4,51217.6,54293.8,57370.0,62353.4,67336.8,72320.2,77303.6,82287.0,Chile,194697.0
358,El Salvador,30.0,35.4,40.8,46.2,51.6,57.0,95.4,133.8,172.2,210.6,249.0,282.0,315.0,348.0,381.0,414.0,463.6,513.2,562.8,612.4,662.0,711.2,760.4,809.6,858.8,908.0,988.6,1069.2,1149.8,1230.4,1311.0,Chile,3631.0
359,Equatorial Guinea,0.0,14.2,28.4,42.599999999999994,56.8,71.0,266.2,461.4,656.5999999999999,851.8,1047.0,1202.4,1357.8,1513.2,1668.6,1824.0,2081.2,2338.4,2595.6,2852.8,3110.0,3334.2,3558.4,3782.6,4006.8,4231.0,4590.4,4949.8,5309.2,5668.6,6028.0,Chile,16311.0
360,Finland,10.0,20.0,30.0,40.0,50.0,60.0,209.8,359.6,509.40000000000003,659.2,809.0,891.6,974.2,1056.8,1139.4,1222.0,1325.6,1429.2,1532.8,1636.4,1740.0,1865.4,1990.8,2116.2,2241.6,2367.0,2568.0,2769.0,2970.0,3171.0,3372.0,Chile,9580.0
361,France,370.0,619.8,869.6,1119.4,1369.2,1619.0,4981.6,8344.2,11706.8,15069.4,18432.0,20421.6,22411.2,24400.8,26390.4,28380.0,30996.8,33613.6,36230.4,38847.2,41464.0,44472.2,47480.4,50488.6,53496.8,56505.0,61348.4,66191.8,71035.2,75878.6,80722.0,Chile,227492.0
362,Germany,1490.0,1701.8,1913.6,2125.4,2337.2,2549.0,5055.8,7562.6,10069.400000000001,12576.2,15083.0,17045.2,19007.4,20969.6,22931.8,24894.0,27868.6,30843.2,33817.8,36792.4,39767.0,42673.8,45580.6,48487.4,51394.2,54301.0,59003.4,63705.8,68408.2,73110.6,77813.0,Chile,215897.0
363,Guatemala,0.0,2.0,4.0,6.0,8.0,10.0,39.0,68.0,97.0,126.0,155.0,178.6,202.2,225.8,249.4,273.0,309.8,346.6,383.4,420.2,457.0,491.6,526.2,560.8,595.4,630.0,687.6,745.2,802.8,860.4,918.0,Chile,2443.0
364,Guinea,0.0,4.0,8.0,12.0,16.0,20.0,76.6,133.2,189.8,246.4,303.0,339.0,375.0,411.0,447.0,483.0,534.4,585.8,637.2,688.6,740.0,793.4,846.8,900.2,953.6,1007.0,1092.4,1177.8,1263.2,1348.6,1434.0,Chile,3987.0
365,Honduras,30.0,33.0,36.0,39.0,42.0,45.0,69.4,93.8,118.19999999999999,142.6,167.0,209.4,251.8,294.2,336.6,379.0,463.4,547.8,632.2,716.6,801.0,860.2,919.4,978.6,1037.8,1097.0,1193.6,1290.2,1386.8,1483.4,1580.0,Chile,4099.0
366,Hungary,190.0,192.0,194.0,196.0,198.0,200.0,208.8,217.6,226.4,235.2,244.0,265.0,286.0,307.0,328.0,349.0,370.2,391.4,412.6,433.8,455.0,490.2,525.4,560.6,595.8,631.0,689.4,747.8,806.2,864.6,923.0,Chile,2992.0
367,India,10.0,22.8,35.6,48.400000000000006,61.2,74.0,223.6,373.2,522.8,672.4,822.0,896.0,970.0,1044.0,1118.0,1192.0,1266.2,1340.4,1414.6,1488.8,1563.0,1680.8,1798.6,1916.4,2034.2,2152.0,2346.0,2540.0,2734.0,2928.0,3122.0,Chile,8935.0
368,Iran,10.0,15.2,20.4,25.6,30.8,36.0,93.6,151.2,208.8,266.4,324.0,347.0,370.0,393.0,416.0,439.0,461.0,483.0,505.0,527.0,549.0,589.0,629.0,669.0,709.0,749.0,814.2,879.4,944.6,1009.8,1075.0,Chile,3182.0
369,Ireland,30.0,35.6,41.2,46.8,52.4,58.0,161.6,265.2,368.79999999999995,472.4,576.0,623.0,670.0,717.0,764.0,811.0,862.8,914.6,966.4,1018.2,1070.0,1148.2,1226.4,1304.6,1382.8,1461.0,1587.0,1713.0,1839.0,1965.0,2091.0,Chile,6097.0
370,Italy,1040.0,1089.0,1138.0,1187.0,1236.0,1285.0,1454.4,1623.8,1793.2,1962.6,2132.0,2356.0,2580.0,2804.0,3028.0,3252.0,3541.6,3831.2,4120.8,4410.4,4700.0,5052.0,5404.0,5756.0,6108.0,6460.0,7038.2,7616.4,8194.6,8772.8,9351.0,Chile,28220.0
371,Japan,80.0,87.8,95.6,103.4,111.2,119.0,175.4,231.8,288.2,344.6,401.0,437.6,474.2,510.8,547.4,584.0,623.0,662.0,701.0,740.0,779.0,840.0,901.0,962.0,1023.0,1084.0,1186.8,1289.6,1392.4,1495.2,1598.0,Chile,4645.0
372,Korea,90.0,98.2,106.4,114.6,122.8,131.0,179.6,228.2,276.8,325.4,374.0,408.4,442.8,477.2,511.6,546.0,579.2,612.4,645.6,678.8,712.0,770.8,829.6,888.4,947.2,1006.0,1107.6,1209.2,1310.8,1412.4,1514.0,Chile,4373.0
373,Lithuania,3.0,3.2,3.4,3.6,3.8,4.0,3.2,2.4,1.5999999999999996,0.7999999999999998,0.0,33.2,66.4,99.60000000000001,132.8,166.0,250.6,335.2,419.79999999999995,504.4,589.0,631.4,673.8,716.2,758.6,801.0,869.2,937.4,1005.6,1073.8,1142.0,Chile,2705.0
374,Mexico,30.0,58.0,86.0,114.0,142.0,170.0,573.4,976.8,1380.1999999999998,1783.6,2187.0,2399.8,2612.6,2825.4,3038.2,3251.0,3479.2,3707.4,3935.6,4163.8,4392.0,4724.8,5057.6,5390.4,5723.2,6056.0,6605.8,7155.6,7705.4,8255.2,8805.0,Chile,24891.0
375,Morocco,10.0,203.4,396.8,590.2,783.6,977.0,3654.0,6331.0,9008.0,11685.0,14362.0,15796.6,17231.2,18665.8,20100.4,21535.0,23297.6,25060.2,26822.8,28585.4,30348.0,32536.4,34724.8,36913.2,39101.6,41290.0,44799.6,48309.2,51818.8,55328.4,58838.0,Chile,167360.0
376,Netherlands,40.0,89.0,138.0,187.0,236.0,285.0,930.8,1576.6,2222.3999999999996,2868.2,3514.0,3822.2,4130.4,4438.6,4746.8,5055.0,5370.2,5685.4,6000.6,6315.8,6631.0,7113.0,7595.0,8077.0,8559.0,9041.0,9818.0,10595.0,11372.0,12149.0,12926.0,Chile,37492.0
377,Nicaragua,0.0,3.2,6.4,9.600000000000001,12.8,16.0,54.0,92.0,130.0,168.0,206.0,226.6,247.2,267.8,288.4,309.0,332.8,356.6,380.4,404.2,428.0,460.0,492.0,524.0,556.0,588.0,641.0,694.0,747.0,800.0,853.0,Chile,2400.0
378,Nigeria,0.0,0.4,0.8,1.2000000000000002,1.6,2.0,6.8,11.6,16.4,21.2,26.0,78.0,130.0,182.0,234.0,286.0,414.8,543.6,672.4000000000001,801.2,930.0,997.0,1064.0,1131.0,1198.0,1265.0,1372.6,1480.2,1587.8,1695.4,1803.0,Chile,4312.0
379,Norway,10.0,24.8,39.6,54.400000000000006,69.2,84.0,269.0,454.0,639.0,824.0,1009.0,1084.4,1159.8,1235.2,1310.6,1386.0,1444.8,1503.6,1562.4,1621.2,1680.0,1802.0,1924.0,2046.0,2168.0,2290.0,2486.0,2682.0,2878.0,3074.0,3270.0,Chile,9729.0
380,Panama,50.0,50.0,50.0,50.0,50.0,50.0,94.0,138.0,182.0,226.0,270.0,299.6,329.2,358.8,388.4,418.0,454.0,490.0,526.0,562.0,598.0,644.8,691.6,738.4,785.2,832.0,911.2,990.4,1069.6,1148.8,1228.0,Chile,3446.0
381,Paraguay,40.0,45.0,50.0,55.0,60.0,65.0,96.0,127.0,158.0,189.0,220.0,252.8,285.6,318.4,351.2,384.0,435.4,486.8,538.2,589.6,641.0,691.0,741.0,791.0,841.0,891.0,975.2,1059.4,1143.6,1227.8,1312.0,Chile,3553.0
382,Peru,460.0,517.6,575.2,632.8,690.4,748.0,1126.8,1505.6,1884.4,2263.2,2642.0,3832.0,5022.0,6212.0,7402.0,8592.0,11052.6,13513.2,15973.8,18434.4,20895.0,22560.2,24225.4,25890.6,27555.8,29221.0,32053.8,34886.6,37719.4,40552.2,43385.0,Chile,105943.0
383,Philippines,20.0,49.0,78.0,107.0,136.0,165.0,559.0,953.0,1347.0,1741.0,2135.0,2391.8,2648.6,2905.4,3162.2,3419.0,3791.4,4163.8,4536.2,4908.6,5281.0,5662.0,6043.0,6424.0,6805.0,7186.0,7796.8,8407.6,9018.4,9629.2,10240.0,Chile,28446.0
384,Poland,110.0,120.2,130.4,140.6,150.8,161.0,219.8,278.6,337.4,396.2,455.0,659.8,864.6,1069.4,1274.2,1479.0,1942.2,2405.4,2868.6,3331.8,3795.0,4071.4,4347.8,4624.2,4900.6,5177.0,5622.8,6068.6,6514.4,6960.2,7406.0,Chile,18583.0
385,Portugal,10.0,52.8,95.6,138.39999999999998,181.2,224.0,799.8,1375.6,1951.3999999999999,2527.2,3103.0,3540.6,3978.2,4415.8,4853.4,5291.0,5994.4,6697.8,7401.2,8104.6,8808.0,9444.0,10080.0,10716.0,11352.0,11988.0,13009.4,14030.8,15052.2,16073.6,17095.0,Chile,46519.0
386,Romania,110.0,115.2,120.4,125.6,130.8,136.0,142.6,149.2,155.8,162.4,169.0,701.4,1233.8,1766.1999999999998,2298.6,2831.0,4165.6,5500.2,6834.799999999999,8169.4,9504.0,10190.8,10877.6,11564.4,12251.2,12938.0,14041.0,15144.0,16247.0,17350.0,18453.0,Chile,44141.0
387,Russia,65.0,64.0,63.0,62.0,61.0,60.0,64.2,68.4,72.6,76.8,81.0,230.4,379.8,529.2,678.6,828.0,1199.2,1570.4,1941.6,2312.8,2684.0,2879.4,3074.8,3270.2,3465.6,3661.0,3976.6,4292.2,4607.8,4923.4,5239.0,Chile,12618.0
388,Senegal,0.0,1.2,2.4,3.5999999999999996,4.8,6.0,18.0,30.0,42.0,54.0,66.0,96.2,126.4,156.6,186.8,217.0,288.4,359.8,431.20000000000005,502.6,574.0,615.8,657.6,699.4,741.2,783.0,849.8,916.6,983.4,1050.2,1117.0,Chile,2763.0
389,Slovakia,55.0,57.6,60.2,62.8,65.4,68.0,64.4,60.8,57.2,53.6,50.0,77.8,105.6,133.4,161.2,189.0,256.2,323.4,390.6,457.8,525.0,562.8,600.6,638.4,676.2,714.0,774.8,835.6,896.4,957.2,1018.0,Chile,2619.0
390,Spain,2260.0,2333.6,2407.2,2480.8,2554.4,2628.0,2258.4,1888.8,1519.1999999999998,1149.6,780.0,875.2,970.4,1065.6,1160.8,1256.0,1362.8,1469.6,1576.4,1683.2,1790.0,1964.8,2139.6,2314.4,2489.2,2664.0,2991.0,3318.0,3645.0,3972.0,4299.0,Chile,15677.0
391,Sweden,10.0,35.0,60.0,85.0,110.0,135.0,460.0,785.0,1110.0,1435.0,1760.0,1884.0,2008.0,2132.0,2256.0,2380.0,2459.0,2538.0,2617.0,2696.0,2775.0,2978.2,3181.4,3384.6,3587.8,3791.0,4120.6,4450.2,4779.8,5109.4,5439.0,Chile,16290.0
392,Switzerland,120.0,166.6,213.2,259.8,306.4,353.0,1013.8,1674.6,2335.3999999999996,2996.2,3657.0,4260.4,4863.8,5467.2,6070.6,6674.0,7722.6,8771.2,9819.8,10868.4,11917.0,12779.8,13642.6,14505.4,15368.2,16231.0,17618.2,19005.4,20392.6,21779.8,23167.0,Chile,62119.0
393,Syria,60.0,66.4,72.8,79.2,85.6,92.0,110.2,128.4,146.6,164.8,183.0,198.6,214.2,229.8,245.4,261.0,282.8,304.6,326.4,348.2,370.0,397.2,424.4,451.6,478.8,506.0,550.4,594.8,639.2,683.6,728.0,Chile,2200.0
394,Ukraine,24.0,25.4,26.8,28.2,29.6,31.0,24.8,18.6,12.399999999999999,6.199999999999999,0.0,236.8,473.6,710.4000000000001,947.2,1184.0,1787.8,2391.6,2995.3999999999996,3599.2,4203.0,4506.0,4809.0,5112.0,5415.0,5718.0,6203.6,6689.2,7174.8,7660.4,8146.0,Chile,19306.0
395,United Kingdom,290.0,501.4,712.8,924.2,1135.6,1347.0,4225.8,7104.6,9983.400000000001,12862.2,15741.0,17132.6,18524.2,19915.8,21307.4,22699.0,24162.0,25625.0,27088.0,28551.0,30014.0,32185.8,34357.6,36529.4,38701.2,40873.0,44363.6,47854.2,51344.8,54835.4,58326.0,Chile,169290.0
396,United States,730.0,730.6,731.2,731.8,732.4,733.0,1099.2,1465.4,1831.6,2197.8,2564.0,2764.2,2964.4,3164.6,3364.8,3565.0,3710.8,3856.6,4002.4,4148.2,4294.0,4644.4,4994.8,5345.2,5695.6,6046.0,6649.6,7253.2,7856.8,8460.4,9064.0,Chile,26996.0
397,Uruguay,180.0,222.4,264.8,307.2,349.6,392.0,911.0,1430.0,1949.0,2468.0,2987.0,3286.2,3585.4,3884.6,4183.8,4483.0,4845.6,5208.2,5570.8,5933.4,6296.0,6762.2,7228.4,7694.6,8160.8,8627.0,9387.6,10148.2,10908.8,11669.4,12430.0,Chile,35395.0
398,Venezuela,50.0,138.6,227.2,315.79999999999995,404.4,493.0,1691.4,2889.8,4088.2000000000003,5286.6,6485.0,7161.6,7838.2,8514.8,9191.4,9868.0,10721.4,11574.8,12428.2,13281.6,14135.0,15166.0,16197.0,17228.0,18259.0,19290.0,20955.8,22621.6,24287.4,25953.2,27619.0,Chile,77940.0
