,country_from,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,country_to
366,China,,,,,,7.0,30.6,54.2,77.80000000000001,101.4,125.0,154.6,184.2,213.8,243.4,273.0,319.6,366.2,412.8,459.4,506.0,483.2,460.4,437.6,414.8,392.0,456.2,520.4,584.6,648.8,713.0,Chile
367,Colombia,,,,,,95.0,268.4,441.8,615.2,788.6,962.0,1428.2,1894.4,2360.6,2826.8,3293.0,4017.0,4741.0,5465.0,6189.0,6913.0,6426.0,5939.0,5452.0,4965.0,4478.0,5209.6,5941.2,6672.8,7404.4,8136.0,Chile
368,Cuba,,,,,,215.0,454.0,693.0,932.0,1171.0,1410.0,1515.4,1620.8,1726.2,1831.6,1937.0,2242.0,2547.0,2852.0,3157.0,3462.0,3320.8,3179.6,3038.4,2897.2,2756.0,3207.4,3658.8,4110.2,4561.6,5013.0,Chile
369,Denmark,,,,,,35.0,81.6,128.2,174.8,221.4,268.0,239.8,211.6,183.4,155.2,127.0,124.2,121.4,118.6,115.8,113.0,134.6,156.2,177.8,199.4,221.0,257.2,293.4,329.6,365.8,402.0,Chile
370,Dominican Republic,,,,,,50.0,109.8,169.6,229.39999999999998,289.2,349.0,398.2,447.4,496.6,545.8,595.0,705.8,816.6,927.4,1038.2,1149.0,1083.2,1017.4,951.6,885.8,820.0,952.4,1084.8,1217.2,1349.6,1482.0,Chile
371,Ecuador,,,,,,0.0,23.8,47.6,71.4,95.2,119.0,724.6,1330.2,1935.8000000000002,2541.4,3147.0,3930.4,4713.8,5497.2,6280.6,7064.0,6487.8,5911.6,5335.4,4759.2,4183.0,4870.8,5558.6,6246.4,6934.2,7622.0,Chile
372,Equatorial Guinea,,,,,,42.0,88.0,134.0,180.0,226.0,272.0,258.2,244.4,230.6,216.8,203.0,219.0,235.0,251.0,267.0,283.0,286.6,290.2,293.8,297.4,301.0,349.6,398.2,446.8,495.4,544.0,Chile
373,Finland,,,,,,32.0,73.2,114.4,155.60000000000002,196.8,238.0,215.8,193.6,171.4,149.2,127.0,125.8,124.6,123.4,122.2,121.0,136.6,152.2,167.8,183.4,199.0,231.0,263.0,295.0,327.0,359.0,Chile
374,France,,,,,,600.0,1409.2,2218.4,3027.6000000000004,3836.8,4646.0,4555.4,4464.8,4374.2,4283.6,4193.0,4598.6,5004.2,5409.8,5815.4,6221.0,6219.2,6217.4,6215.6,6213.8,6212.0,7220.8,8229.6,9238.4,10247.2,11256.0,Chile
375,Germany,,,,,,148.0,715.8,1283.6,1851.3999999999999,2419.2,2987.0,3098.4,3209.8,3321.2,3432.6,3544.0,3921.8,4299.6,4677.4,5055.2,5433.0,5404.2,5375.4,5346.6,5317.8,5289.0,6153.8,7018.6,7883.4,8748.2,9613.0,Chile
376,Hungary,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14.6,29.2,43.8,58.4,73.0,77.2,81.4,85.6,89.8,94.0,99.4,104.8,110.2,115.6,121.0,140.8,160.6,180.4,200.2,220.0,Chile
377,India,,,,,,31.0,66.4,101.8,137.2,172.6,208.0,194.6,181.2,167.8,154.4,141.0,141.8,142.6,143.4,144.2,145.0,162.4,179.8,197.2,214.6,232.0,270.2,308.4,346.6,384.8,423.0,Chile
378,Iran,,,,,,19.0,44.2,69.4,94.6,119.8,145.0,130.4,115.8,101.2,86.6,72.0,73.2,74.4,75.6,76.8,78.0,88.6,99.2,109.8,120.4,131.0,152.8,174.6,196.4,218.2,240.0,Chile
379,Ireland,,,,,,22.0,65.0,108.0,151.0,194.0,237.0,219.2,201.4,183.6,165.8,148.0,156.2,164.4,172.6,180.8,189.0,201.6,214.2,226.8,239.4,252.0,292.4,332.8,373.2,413.6,454.0,Chile
380,Italy,,,,,,0.0,71.2,142.4,213.60000000000002,284.8,356.0,425.0,494.0,563.0,632.0,701.0,754.8,808.6,862.4,916.2,970.0,998.2,1026.4,1054.6,1082.8,1111.0,1293.8,1476.6,1659.4,1842.2,2025.0,Chile
381,Japan,,,,,,35.0,99.8,164.6,229.39999999999998,294.2,359.0,333.4,307.8,282.2,256.6,231.0,225.6,220.2,214.8,209.4,204.0,240.4,276.8,313.2,349.6,386.0,449.4,512.8,576.2,639.6,703.0,Chile
382,Korea,,,,,,17.0,50.6,84.2,117.80000000000001,151.4,185.0,175.6,166.2,156.8,147.4,138.0,138.8,139.6,140.4,141.2,142.0,161.8,181.6,201.4,221.2,241.0,281.2,321.4,361.6,401.8,442.0,Chile
383,Mexico,,,,,,156.0,346.2,536.4,726.5999999999999,916.8,1107.0,1115.0,1123.0,1131.0,1139.0,1147.0,1278.6,1410.2,1541.8,1673.4,1805.0,1779.8,1754.6,1729.4,1704.2,1679.0,1953.8,2228.6,2503.4,2778.2,3053.0,Chile
384,Morocco,,,,,,560.0,1186.4,1812.8,2439.2,3065.6,3692.0,3340.0,2988.0,2636.0,2284.0,1932.0,1927.0,1922.0,1917.0,1912.0,1907.0,2135.8,2364.6,2593.4,2822.2,3051.0,3544.2,4037.4,4530.6,5023.8,5517.0,Chile
385,Netherlands,,,,,,86.0,204.4,322.8,441.20000000000005,559.6,678.0,658.6,639.2,619.8,600.4,581.0,621.6,662.2,702.8,743.4,784.0,802.2,820.4,838.6,856.8,875.0,1017.4,1159.8,1302.2,1444.6,1587.0,Chile
386,Norway,,,,,,31.0,68.2,105.4,142.60000000000002,179.8,217.0,191.4,165.8,140.2,114.6,89.0,78.4,67.8,57.2,46.6,36.0,59.8,83.6,107.4,131.2,155.0,180.2,205.4,230.6,255.8,281.0,Chile
387,Panama,,,,,,2.0,30.2,58.4,86.6,114.8,143.0,141.6,140.2,138.8,137.4,136.0,143.6,151.2,158.8,166.4,174.0,182.0,190.0,198.0,206.0,214.0,249.6,285.2,320.8,356.4,392.0,Chile
388,Paraguay,,,,,,10.0,27.8,45.6,63.400000000000006,81.2,99.0,97.0,95.0,93.0,91.0,89.0,92.8,96.6,100.4,104.2,108.0,115.8,123.6,131.4,139.2,147.0,171.6,196.2,220.8,245.4,270.0,Chile
389,Peru,,,,,,138.0,384.0,630.0,876.0,1122.0,1368.0,1838.8,2309.6,2780.4,3251.2,3722.0,4335.2,4948.4,5561.6,6174.8,6788.0,6514.4,6240.8,5967.2,5693.6,5420.0,6334.2,7248.4,8162.6,9076.8,9991.0,Chile
390,Philippines,,,,,,90.0,201.0,312.0,423.0,534.0,645.0,594.6,544.2,493.8,443.4,393.0,400.0,407.0,414.0,421.0,428.0,464.2,500.4,536.6,572.8,609.0,707.4,805.8,904.2,1002.6,1101.0,Chile
391,Poland,,,,,,25.0,78.0,131.0,184.0,237.0,290.0,309.2,328.4,347.6,366.8,386.0,437.2,488.4,539.6,590.8,642.0,627.6,613.2,598.8,584.4,570.0,662.8,755.6,848.4,941.2,1034.0,Chile
392,Portugal,,,,,,57.0,119.4,181.8,244.2,306.6,369.0,358.8,348.6,338.4,328.2,318.0,351.0,384.0,417.0,450.0,483.0,479.8,476.6,473.4,470.2,467.0,542.8,618.6,694.4,770.2,846.0,Chile
393,Romania,,,,,,0.0,10.8,21.6,32.400000000000006,43.2,54.0,146.6,239.2,331.79999999999995,424.4,517.0,642.2,767.4,892.6,1017.8,1143.0,1053.0,963.0,873.0,783.0,693.0,805.4,917.8,1030.2,1142.6,1255.0,Chile
394,Russia,,,,,,0.0,2.0,4.0,6.0,8.0,10.0,130.2,250.4,370.6,490.8,611.0,774.4,937.8,1101.2,1264.6,1428.0,1303.8,1179.6,1055.4,931.2,807.0,937.8,1068.6,1199.4,1330.2,1461.0,Chile
395,Slovakia,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,20.6,41.2,61.800000000000004,82.4,103.0,127.8,152.6,177.4,202.2,227.0,210.4,193.8,177.2,160.6,144.0,167.2,190.4,213.6,236.8,260.0,Chile
396,Spain,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,95.2,190.4,285.6,380.8,476.0,487.6,499.2,510.8,522.4,534.0,602.0,670.0,738.0,806.0,874.0,1026.2,1178.4,1330.6,1482.8,1635.0,Chile
397,Sweden,,,,,,77.0,163.2,249.4,335.6,421.8,508.0,464.6,421.2,377.8,334.4,291.0,292.2,293.4,294.6,295.8,297.0,329.4,361.8,394.2,426.6,459.0,534.2,609.4,684.6,759.8,835.0,Chile
398,Switzerland,,,,,,80.0,213.6,347.2,480.79999999999995,614.4,748.0,847.2,946.4,1045.6,1144.8,1244.0,1463.4,1682.8,1902.2,2121.6,2341.0,2219.4,2097.8,1976.2,1854.6,1733.0,2013.8,2294.6,2575.4,2856.2,3137.0,Chile
399,Ukraine,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,107.6,215.2,322.79999999999995,430.4,538.0,690.0,842.0,994.0,1146.0,1298.0,1176.4,1054.8,933.2,811.6,690.0,801.8,913.6,1025.4,1137.2,1249.0,Chile
400,United Kingdom,,,,,,492.0,1130.4,1768.8,2407.2,3045.6,3684.0,3390.6,3097.2,2803.8,2510.4,2217.0,2254.2,2291.4,2328.6,2365.8,2403.0,2616.2,2829.4,3042.6,3255.8,3469.0,4031.6,4594.2,5156.8,5719.4,6282.0,Chile
401,United States,,,,,,19.0,400.6,782.2,1163.8000000000002,1545.4,1927.0,1801.6,1676.2,1550.8,1425.4,1300.0,1235.4,1170.8,1106.2,1041.6,977.0,1227.6,1478.2,1728.8,1979.4,2230.0,2600.2,2970.4,3340.6,3710.8,4081.0,Chile
402,Uruguay,,,,,,102.0,263.0,424.0,585.0,746.0,907.0,859.2,811.4,763.6,715.8,668.0,697.6,727.2,756.8,786.4,816.0,865.6,915.2,964.8,1014.4,1064.0,1239.0,1414.0,1589.0,1764.0,1939.0,Chile
403,Venezuela,,,,,,436.0,934.8,1433.6,1932.4,2431.2,2930.0,2827.4,2724.8,2622.2,2519.6,2417.0,2641.6,2866.2,3090.8,3315.4,3540.0,3548.4,3556.8,3565.2,3573.6,3582.0,4164.2,4746.4,5328.6,5910.8,6493.0,Chile
404,Afghanistan,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,738.0,1476.0,2214.0,2952.0,3690.0,3272.4,2854.8,2437.2,2019.6,1602.0,1428.6,1255.2,1081.8,908.4,735.0,588.0,441.0,294.0,147.0,0.0,Germany
405,Albania,,,,,,68.0,54.4,40.8,27.200000000000003,13.600000000000001,0.0,361.4,722.8,1084.1999999999998,1445.6,1807.0,1445.6,1084.2,722.8000000000002,361.4000000000001,0.0,118.4,236.8,355.20000000000005,473.6,592.0,473.6,355.2,236.79999999999995,118.39999999999998,0.0,Germany
406,Algeria,,,,,,0.0,205.0,410.0,615.0,820.0,1025.0,1167.0,1309.0,1451.0,1593.0,1735.0,1388.0,1041.0,694.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,161.6,323.2,484.79999999999995,646.4,808.0,Germany
407,Angola,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,162.8,325.6,488.40000000000003,651.2,814.0,651.2,488.4,325.59999999999997,162.79999999999995,0.0,38.0,76.0,114.0,152.0,190.0,152.0,114.0,76.0,38.0,0.0,Germany
408,Argentina,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,75.4,150.8,226.20000000000002,301.6,377.0,301.6,226.2,150.79999999999998,75.39999999999998,0.0,44.8,89.6,134.39999999999998,179.2,224.0,215.2,206.4,197.6,188.8,180.0,Germany
409,Armenia,,,,,,139.0,111.2,83.4,55.599999999999994,27.799999999999997,0.0,346.4,692.8,1039.1999999999998,1385.6,1732.0,1385.6,1039.2,692.8000000000002,346.4000000000001,0.0,92.4,184.8,277.20000000000005,369.6,462.0,391.8,321.6,251.39999999999998,181.2,111.0,Germany
410,Australia,,,,,,0.0,54.2,108.4,162.60000000000002,216.8,271.0,332.2,393.4,454.6,515.8,577.0,544.8,512.6,480.4,448.2,416.0,364.2,312.4,260.6,208.8,157.0,219.2,281.4,343.6,405.8,468.0,Germany
411,Austria,,,,,,0.0,822.8,1645.6,2468.3999999999996,3291.2,4114.0,5460.0,6806.0,8152.0,9498.0,10844.0,8675.2,6506.4,4337.599999999999,2168.7999999999993,0.0,368.0,736.0,1104.0,1472.0,1840.0,2681.6,3523.2,4364.8,5206.4,6048.0,Germany
412,Azerbaijan,,,,,,92.0,73.6,55.2,36.800000000000004,18.400000000000006,0.0,230.6,461.2,691.8,922.4,1153.0,1051.0,949.0,847.0,745.0,643.0,868.2,1093.4,1318.6,1543.8,1769.0,1415.2,1061.4,707.5999999999999,353.79999999999995,0.0,Germany
413,Bangladesh,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,138.4,276.8,415.20000000000005,553.6,692.0,568.6,445.2,321.79999999999995,198.39999999999998,75.0,61.2,47.4,33.599999999999994,19.799999999999997,6.0,73.2,140.4,207.60000000000002,274.8,342.0,Germany
414,Belarus,,,,,,140.0,112.0,84.0,56.0,28.0,0.0,226.6,453.2,679.8,906.4,1133.0,1024.4,915.8,807.2,698.6,590.0,1022.0,1454.0,1886.0,2318.0,2750.0,2200.0,1650.0,1100.0,550.0,0.0,Germany
415,Belgium,,,,,,0.0,361.4,722.8,1084.1999999999998,1445.6,1807.0,1937.8,2068.6,2199.4,2330.2,2461.0,1968.8,1476.6,984.4000000000001,492.20000000000005,0.0,0.0,0.0,0.0,0.0,0.0,86.6,173.2,259.79999999999995,346.4,433.0,Germany
416,Bolivia,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,95.0,190.0,285.0,380.0,475.0,380.0,285.0,190.0,95.0,0.0,13.2,26.4,39.599999999999994,52.8,66.0,73.2,80.4,87.6,94.8,102.0,Germany
417,Bosnia and Herzegovina,,,,,,0.0,481.6,963.2,1444.8000000000002,1926.4,2408.0,2356.8,2305.6,2254.4,2203.2,2152.0,2430.2,2708.4,2986.6,3264.8,3543.0,2834.4,2125.8,1417.1999999999998,708.5999999999999,0.0,624.2,1248.4,1872.6000000000001,2496.8,3121.0,Germany
418,Brazil,,,,,,0.0,215.8,431.6,647.4000000000001,863.2,1079.0,1358.8,1638.6,1918.4,2198.2,2478.0,2132.8,1787.6,1442.4,1097.2,752.0,1115.6,1479.2,1842.8000000000002,2206.4,2570.0,2615.0,2660.0,2705.0,2750.0,2795.0,Germany
419,Bulgaria,,,,,,264.0,211.2,158.4,105.60000000000002,52.80000000000001,0.0,1183.4,2366.8,3550.2000000000003,4733.6,5917.0,4733.6,3550.2,2366.7999999999997,1183.3999999999996,0.0,463.8,927.6,1391.4,1855.2,2319.0,4902.2,7485.4,10068.599999999999,12651.8,15235.0,Germany
420,Cameroon,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,201.6,403.2,604.8,806.4,1008.0,852.2,696.4,540.5999999999999,384.79999999999995,229.0,493.8,758.6,1023.4000000000001,1288.2,1553.0,1242.4,931.8,621.1999999999999,310.5999999999999,0.0,Germany
421,Canada,,,,,,0.0,99.0,198.0,297.0,396.0,495.0,608.8,722.6,836.4,950.2,1064.0,986.2,908.4,830.6,752.8,675.0,622.4,569.8,517.2,464.6,412.0,329.6,247.2,164.79999999999998,82.39999999999998,0.0,Germany
422,Chile,,,,,,0.0,37.8,75.6,113.39999999999999,151.2,189.0,235.2,281.4,327.6,373.8,420.0,336.0,252.0,168.0,84.0,0.0,19.6,39.2,58.800000000000004,78.4,98.0,150.6,203.2,255.8,308.4,361.0,Germany
423,China,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3122.2,6244.4,9366.599999999999,12488.8,15611.0,13034.8,10458.6,7882.400000000001,5306.200000000001,2730.0,2184.0,1638.0,1092.0,546.0,0.0,6043.4,12086.8,18130.199999999997,24173.6,30217.0,Germany
424,Colombia,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,383.6,767.2,1150.8000000000002,1534.4,1918.0,1590.0,1262.0,934.0,606.0,278.0,328.6,379.2,429.8,480.4,531.0,566.4,601.8,637.2,672.6,708.0,Germany
425,"Congo, Dem. Rep. of the",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,418.0,836.0,1254.0,1672.0,2090.0,1672.0,1254.0,836.0,418.0,0.0,9.2,18.4,27.599999999999998,36.8,46.0,36.8,27.6,18.400000000000002,9.200000000000003,0.0,Germany
426,Croatia,,,,,,0.0,736.2,1472.4,2208.6000000000004,2944.8,3681.0,3621.6,3562.2,3502.8,3443.4,3384.0,4618.2,5852.4,7086.6,8320.8,9555.0,7644.0,5733.0,3822.0,1911.0,0.0,576.2,1152.4,1728.6000000000001,2304.8,2881.0,Germany
427,Cuba,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,414.0,828.0,1242.0,1656.0,2070.0,1684.0,1298.0,912.0,526.0,140.0,255.2,370.4,485.6,600.8,716.0,572.8,429.6,286.40000000000003,143.20000000000005,0.0,Germany
428,Czech Republic,,,,,,359.0,287.2,215.4,143.60000000000002,71.80000000000001,0.0,2346.6,4693.2,7039.799999999999,9386.4,11733.0,9513.0,7293.0,5073.0,2853.0,633.0,1465.4,2297.8,3130.2,3962.6,4795.0,3836.0,2877.0,1918.0,959.0,0.0,Germany
429,Denmark,,,,,,0.0,312.0,624.0,936.0,1248.0,1560.0,1830.2,2100.4,2370.6,2640.8,2911.0,2328.8,1746.6,1164.3999999999999,582.1999999999998,0.0,0.0,0.0,0.0,0.0,0.0,321.0,642.0,963.0,1284.0,1605.0,Germany
430,Dominican Republic,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,163.4,326.8,490.20000000000005,653.6,817.0,694.8,572.6,450.4,328.2,206.0,258.4,310.8,363.2,415.6,468.0,374.4,280.8,187.20000000000005,93.60000000000002,0.0,Germany
431,Ecuador,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,163.0,326.0,489.0,652.0,815.0,678.8,542.6,406.40000000000003,270.20000000000005,134.0,171.0,208.0,245.0,282.0,319.0,300.6,282.2,263.8,245.4,227.0,Germany
432,Egypt,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,159.2,318.4,477.59999999999997,636.8,796.0,636.8,477.6,318.40000000000003,159.20000000000005,0.0,0.0,0.0,0.0,0.0,0.0,186.8,373.6,560.4000000000001,747.2,934.0,Germany
433,Eritrea,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,37.2,74.4,111.60000000000001,148.8,186.0,191.2,196.4,201.6,206.8,212.0,306.2,400.4,494.6,588.8,683.0,546.4,409.8,273.20000000000005,136.60000000000002,0.0,Germany
434,Estonia,,,,,,48.0,38.4,28.8,19.200000000000003,9.600000000000001,0.0,89.0,178.0,267.0,356.0,445.0,373.2,301.4,229.60000000000002,157.8,86.0,113.2,140.4,167.6,194.8,222.0,177.6,133.2,88.80000000000001,44.400000000000006,0.0,Germany
435,Ethiopia,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,434.0,868.0,1302.0,1736.0,2170.0,1736.0,1302.0,868.0,434.0,0.0,52.8,105.6,158.39999999999998,211.2,264.0,211.2,158.4,105.60000000000002,52.80000000000001,0.0,Germany
436,Finland,,,,,,0.0,160.2,320.4,480.59999999999997,640.8,801.0,1069.4,1337.8,1606.1999999999998,1874.6,2143.0,1714.4,1285.8,857.1999999999998,428.5999999999999,0.0,0.0,0.0,0.0,0.0,0.0,154.0,308.0,462.0,616.0,770.0,Germany
437,France,,,,,,0.0,475.4,950.8,1426.1999999999998,1901.6,2377.0,4724.6,7072.2,9419.8,11767.4,14115.0,11292.0,8469.0,5646.0,2823.0,0.0,1579.8,3159.6,4739.4,6319.2,7899.0,7455.0,7011.0,6567.0,6123.0,5679.0,Germany
438,"Gambia, The",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,97.0,194.0,291.0,388.0,485.0,395.2,305.4,215.60000000000002,125.80000000000001,36.0,49.4,62.8,76.2,89.6,103.0,88.4,73.8,59.2,44.6,30.0,Germany
439,Georgia,,,,,,106.0,84.8,63.6,42.400000000000006,21.200000000000003,0.0,241.6,483.2,724.8,966.4,1208.0,966.4,724.8,483.20000000000005,241.60000000000002,0.0,518.6,1037.2,1555.8000000000002,2074.4,2593.0,2180.4,1767.8,1355.1999999999998,942.5999999999999,530.0,Germany
440,Ghana,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,107.2,214.4,321.6,428.8,536.0,428.8,321.6,214.39999999999998,107.19999999999999,0.0,215.8,431.6,647.4000000000001,863.2,1079.0,863.2,647.4,431.5999999999999,215.79999999999995,0.0,Germany
441,Greece,,,,,,2753.0,2202.4,1651.8,1101.1999999999998,550.5999999999999,0.0,2445.0,4890.0,7335.0,9780.0,12225.0,9780.0,7335.0,4890.0,2445.0,0.0,519.4,1038.8,1558.1999999999998,2077.6,2597.0,2958.4,3319.8,3681.2,4042.6,4404.0,Germany
442,Hungary,,,,,,461.0,368.8,276.6,184.39999999999998,92.19999999999999,0.0,1920.4,3840.8,5761.200000000001,7681.6,9602.0,8172.8,6743.6,5314.4,3885.2,2456.0,2427.4,2398.8,2370.2,2341.6,2313.0,2804.4,3295.8,3787.2,4278.6,4770.0,Germany
443,India,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,183.6,367.2,550.8,734.4,918.0,967.6,1017.2,1066.8,1116.4,1166.0,1502.0,1838.0,2174.0,2510.0,2846.0,3132.2,3418.4,3704.6,3990.8,4277.0,Germany
444,Indonesia,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,678.0,1356.0,2034.0,2712.0,3390.0,2759.0,2128.0,1497.0,866.0,235.0,188.0,141.0,94.0,47.0,0.0,136.4,272.8,409.20000000000005,545.6,682.0,Germany
445,Iran,,,,,,2359.0,4102.8,5846.6,7590.4,9334.2,11078.0,11125.2,11172.4,11219.6,11266.8,11314.0,9051.2,6788.4,4525.599999999999,2262.7999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germany
446,Iraq,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1384.2,2768.4,4152.6,5536.8,6921.0,5630.4,4339.8,3049.2000000000003,1758.6000000000004,468.0,1012.4,1556.8,2101.2,2645.6,3190.0,2552.0,1914.0,1276.0,638.0,0.0,Germany
447,Ireland,,,,,,172.0,261.6,351.2,440.79999999999995,530.4,620.0,1058.0,1496.0,1934.0,2372.0,2810.0,2248.0,1686.0,1124.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,271.2,542.4,813.5999999999999,1084.8,1356.0,Germany
448,Israel,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,147.0,294.0,441.0,588.0,735.0,588.0,441.0,294.0,147.0,0.0,38.8,77.6,116.39999999999999,155.2,194.0,155.2,116.4,77.60000000000001,38.80000000000001,0.0,Germany
449,Italy,,,,,,0.0,618.6,1237.2,1855.8000000000002,2474.4,3093.0,3678.2,4263.4,4848.6,5433.8,6019.0,6374.6,6730.2,7085.8,7441.4,7797.0,7707.0,7617.0,7527.0,7437.0,7347.0,7560.2,7773.4,7986.6,8199.8,8413.0,Germany
450,Japan,,,,,,0.0,402.8,805.6,1208.4,1611.2,2014.0,2361.8,2709.6,3057.4,3405.2,3753.0,3150.4,2547.8,1945.1999999999998,1342.6,740.0,592.0,444.0,296.0,148.0,0.0,2421.8,4843.6,7265.400000000001,9687.2,12109.0,Germany
451,Jordan,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,147.4,294.8,442.20000000000005,589.6,737.0,589.6,442.2,294.79999999999995,147.39999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germany
452,Kazakhstan,,,,,,563.0,450.4,337.8,225.20000000000005,112.60000000000002,0.0,1166.4,2332.8,3499.2000000000003,4665.6,5832.0,5155.2,4478.4,3801.6000000000004,3124.8,2448.0,3821.0,5194.0,6567.0,7940.0,9313.0,7450.4,5587.8,3725.2000000000007,1862.6000000000004,0.0,Germany
453,Kenya,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,94.0,188.0,282.0,376.0,470.0,389.6,309.2,228.79999999999998,148.39999999999998,68.0,196.8,325.6,454.40000000000003,583.2,712.0,579.6,447.2,314.79999999999995,182.39999999999998,50.0,Germany
454,Korea,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1361.4,2722.8,4084.2000000000003,5445.6,6807.0,5462.4,4117.8,2773.2000000000003,1428.6000000000004,84.0,67.2,50.4,33.599999999999994,16.799999999999997,0.0,1900.8,3801.6,5702.4,7603.2,9504.0,Germany
455,Kyrgyzstan,,,,,,94.0,75.2,56.4,37.599999999999994,18.799999999999997,0.0,184.6,369.2,553.8,738.4,923.0,796.6,670.2,543.8,417.4,291.0,462.6,634.2,805.8,977.4,1149.0,941.4,733.8,526.2,318.6,111.0,Germany
456,Latvia,,,,,,92.0,73.6,55.2,36.800000000000004,18.400000000000006,0.0,219.6,439.2,658.8,878.4,1098.0,909.0,720.0,531.0,342.0,153.0,255.0,357.0,459.0,561.0,663.0,530.4,397.8,265.20000000000005,132.60000000000002,0.0,Germany
457,Lebanon,,,,,,0.0,237.8,475.6,713.4000000000001,951.2,1189.0,1595.4,2001.8,2408.2,2814.6,3221.0,2576.8,1932.6,1288.3999999999999,644.1999999999998,0.0,33.0,66.0,99.0,132.0,165.0,132.0,99.0,66.0,33.0,0.0,Germany
458,Lithuania,,,,,,129.0,103.2,77.4,51.599999999999994,25.799999999999997,0.0,207.6,415.2,622.8,830.4,1038.0,895.4,752.8,610.2,467.6,325.0,700.0,1075.0,1450.0,1825.0,2200.0,1760.0,1320.0,880.0,440.0,0.0,Germany
459,Luxembourg,,,,,,0.0,52.8,105.6,158.39999999999998,211.2,264.0,346.0,428.0,510.0,592.0,674.0,539.2,404.4,269.59999999999997,134.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,224.0,448.0,672.0,896.0,1120.0,Germany
460,Macedonia,,,,,,0.0,373.2,746.4,1119.6,1492.8,1866.0,1832.4,1798.8,1765.2,1731.6,1698.0,2709.0,3720.0,4731.0,5742.0,6753.0,6179.4,5605.8,5032.2,4458.6,3885.0,3108.0,2331.0,1554.0,777.0,0.0,Germany
461,Malaysia,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,58.0,116.0,174.0,232.0,290.0,261.4,232.8,204.2,175.6,147.0,152.0,157.0,162.0,167.0,172.0,186.6,201.2,215.8,230.4,245.0,Germany
462,Mexico,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,283.0,566.0,849.0,1132.0,1415.0,1169.0,923.0,677.0,431.0,185.0,289.2,393.4,497.6,601.8,706.0,630.2,554.4,478.6,402.8,327.0,Germany
463,Moldova,,,,,,113.0,90.4,67.8,45.19999999999999,22.599999999999994,0.0,306.4,612.8,919.1999999999999,1225.6,1532.0,1290.4,1048.8,807.2,565.6,324.0,567.4,810.8,1054.2,1297.6,1541.0,1232.8,924.6,616.4000000000001,308.20000000000005,0.0,Germany
464,Mongolia,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,40.8,81.6,122.39999999999999,163.2,204.0,189.0,174.0,159.0,144.0,129.0,147.6,166.2,184.8,203.4,222.0,482.6,743.2,1003.8000000000001,1264.4,1525.0,Germany
465,Morocco,,,,,,0.0,249.6,499.2,748.8,998.4,1248.0,1695.4,2142.8,2590.2,3037.6,3485.0,2931.6,2378.2,1824.8000000000002,1271.4,718.0,574.4,430.8,287.20000000000005,143.60000000000002,0.0,827.8,1655.6,2483.3999999999996,3311.2,4139.0,Germany
466,Mozambique,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,113.2,226.4,339.6,452.8,566.0,452.8,339.6,226.39999999999998,113.19999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germany
