,country_from,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,country_to
634,Sri Lanka,,,,,,149.0,174.2,199.4,224.6,249.8,275.0,342.6,410.2,477.79999999999995,545.4,613.0,695.2,777.4,859.6,941.8,1024.0,901.8,779.6,657.4,535.2,413.0,575.2,737.4,899.5999999999999,1061.8,1224.0,France
635,Swaziland,,,,,,1878.0,2215.6,2553.2,2890.8,3228.4,3566.0,2852.8,2139.6,1426.3999999999996,713.1999999999998,0.0,0.0,0.0,0.0,0.0,0.0,114.2,228.4,342.6,456.8,571.0,832.4,1093.8,1355.1999999999998,1616.6,1878.0,France
636,Sweden,,,,,,387.0,448.2,509.4,570.6,631.8,693.0,671.4,649.8,628.2,606.6,585.0,625.2,665.4,705.6,745.8,786.0,772.2,758.4,744.6,730.8,717.0,651.4,585.8,520.2,454.6,389.0,France
637,Switzerland,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,377.6,755.2,1132.8000000000002,1510.4,1888.0,2724.0,3560.0,4396.0,5232.0,6068.0,5240.0,4412.0,3584.0,2756.0,1928.0,2074.0,2220.0,2366.0,2512.0,2658.0,France
638,Syria,,,,,,966.0,1106.0,1246.0,1386.0,1526.0,1666.0,1393.4,1120.8,848.1999999999999,575.5999999999999,303.0,270.8,238.6,206.39999999999998,174.2,142.0,309.6,477.2,644.8,812.4,980.0,986.0,992.0,998.0,1004.0,1010.0,France
639,Taiwan,,,,,,213.0,253.4,293.8,334.2,374.6,415.0,388.0,361.0,334.0,307.0,280.0,309.6,339.2,368.8,398.4,428.0,397.2,366.4,335.6,304.8,274.0,316.2,358.4,400.6,442.8,485.0,France
640,Thailand,,,,,,144.0,171.2,198.4,225.6,252.8,280.0,256.6,233.2,209.8,186.4,163.0,180.0,197.0,214.0,231.0,248.0,232.8,217.6,202.4,187.2,172.0,615.8,1059.6,1503.4,1947.2,2391.0,France
641,Togo,,,,,,386.0,437.4,488.8,540.2,591.6,643.0,627.4,611.8,596.2,580.6,565.0,611.8,658.6,705.4,752.2,799.0,772.2,745.4,718.6,691.8,665.0,936.6,1208.2,1479.8000000000002,1751.4,2023.0,France
642,Tunisia,,,,,,1937.0,2151.8,2366.6,2581.4,2796.2,3011.0,3074.0,3137.0,3200.0,3263.0,3326.0,3559.8,3793.6,4027.4,4261.2,4495.0,4476.0,4457.0,4438.0,4419.0,4400.0,5959.2,7518.4,9077.6,10636.8,12196.0,France
643,Turkey,,,,,,623.0,706.8,790.6,874.4,958.2,1042.0,1167.8,1293.6,1419.4,1545.2,1671.0,1844.4,2017.8,2191.2,2364.6,2538.0,2341.8,2145.6,1949.4,1753.2,1557.0,2614.4,3671.8,4729.200000000001,5786.6,6844.0,France
644,Ukraine,,,,,,34.0,36.4,38.8,41.2,43.6,46.0,111.4,176.8,242.20000000000002,307.6,373.0,419.6,466.2,512.8,559.4,606.0,547.8,489.6,431.4,373.2,315.0,1038.6,1762.2,2485.8,3209.4,3933.0,France
645,United Kingdom,,,,,,3866.0,4489.2,5112.4,5735.6,6358.8,6982.0,6864.0,6746.0,6628.0,6510.0,6392.0,6954.6,7517.2,8079.8,8642.4,9205.0,8700.8,8196.6,7692.4,7188.2,6684.0,9895.2,13106.4,16317.599999999999,19528.8,22740.0,France
646,United States,,,,,,2714.0,3168.6,3623.2,4077.8,4532.4,4987.0,4374.6,3762.2,3149.8,2537.4,1925.0,1930.6,1936.2,1941.8,1947.4,1953.0,2213.2,2473.4,2733.6,2993.8,3254.0,2852.8,2451.6,2050.4,1649.2,1248.0,France
647,Uruguay,,,,,,198.0,234.0,270.0,306.0,342.0,378.0,319.4,260.8,202.2,143.6,85.0,84.6,84.2,83.8,83.4,83.0,96.6,110.2,123.8,137.4,151.0,120.8,90.6,60.400000000000006,30.200000000000003,0.0,France
648,Venezuela,,,,,,29.0,29.4,29.8,30.2,30.6,31.0,60.2,89.4,118.6,147.8,177.0,191.4,205.8,220.2,234.6,249.0,240.2,231.4,222.6,213.8,205.0,354.8,504.6,654.4000000000001,804.2,954.0,France
649,Vietnam,,,,,,1229.0,1374.2,1519.4,1664.6,1809.8,1955.0,2141.2,2327.4,2513.6,2699.8,2886.0,3141.4,3396.8,3652.2,3907.6,4163.0,3972.8,3782.6,3592.4,3402.2,3212.0,2952.8,2693.6,2434.4,2175.2,1916.0,France
650,Afghanistan,,,,,,754.0,755.4,756.8,758.2,759.6,761.0,645.2,529.4,413.6,297.8,182.0,213.0,244.0,275.0,306.0,337.0,385.0,433.0,481.0,529.0,577.0,730.4,883.8,1037.2,1190.6,1344.0,United Kingdom
651,Algeria,,,,,,392.0,392.8,393.6,394.4,395.2,396.0,343.8,291.6,239.39999999999998,187.2,135.0,568.0,1001.0,1434.0,1867.0,2300.0,2053.6,1807.2,1560.8,1314.4,1068.0,1319.8,1571.6,1823.4,2075.2,2327.0,United Kingdom
652,Angola,,,,,,191.0,193.0,195.0,197.0,199.0,201.0,219.2,237.4,255.6,273.8,292.0,266.6,241.2,215.8,190.4,165.0,192.8,220.6,248.4,276.2,304.0,350.8,397.6,444.4,491.2,538.0,United Kingdom
653,Antigua and Barbuda,,,,,,132.0,134.2,136.4,138.6,140.8,143.0,257.8,372.6,487.4,602.2,717.0,573.6,430.2,286.79999999999995,143.39999999999998,0.0,63.4,126.8,190.2,253.6,317.0,341.2,365.4,389.6,413.8,438.0,United Kingdom
654,Argentina,,,,,,544.0,550.4,556.8,563.2,569.6,576.0,460.8,345.6,230.39999999999998,115.19999999999999,0.0,462.0,924.0,1386.0,1848.0,2310.0,2079.6,1849.2,1618.8,1388.4,1158.0,1301.0,1444.0,1587.0,1730.0,1873.0,United Kingdom
655,Australia,,,,,,6250.0,6341.2,6432.4,6523.6,6614.8,6706.0,5364.8,4023.6,2682.3999999999996,1341.1999999999998,0.0,6561.2,13122.4,19683.6,26244.8,32806.0,29460.6,26115.2,22769.8,19424.4,16079.0,18158.6,20238.2,22317.8,24397.4,26477.0,United Kingdom
656,Austria,,,,,,0.0,7.4,14.8,22.200000000000003,29.6,37.0,182.2,327.4,472.59999999999997,617.8,763.0,720.4,677.8,635.2,592.6,550.0,768.0,986.0,1204.0,1422.0,1640.0,1823.2,2006.4,2189.6,2372.8,2556.0,United Kingdom
657,"Bahamas, The",,,,,,48.0,49.2,50.4,51.6,52.8,54.0,71.8,89.6,107.4,125.2,143.0,205.0,267.0,329.0,391.0,453.0,415.0,377.0,339.0,301.0,263.0,298.0,333.0,368.0,403.0,438.0,United Kingdom
658,Bahrain,,,,,,148.0,149.4,150.8,152.2,153.6,155.0,133.4,111.8,90.19999999999999,68.6,47.0,185.6,324.2,462.79999999999995,601.4,740.0,671.0,602.0,533.0,464.0,395.0,454.0,513.0,572.0,631.0,690.0,United Kingdom
659,Bangladesh,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4719.0,9438.0,14157.0,18876.0,23595.0,18876.0,14157.0,9438.0,4719.0,0.0,947.2,1894.4,2841.6000000000004,3788.8,4736.0,5815.0,6894.0,7973.0,9052.0,10131.0,United Kingdom
660,Barbados,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,637.2,1274.4,1911.6000000000001,2548.8,3186.0,2548.8,1911.6,1274.3999999999999,637.1999999999998,0.0,377.6,755.2,1132.8000000000002,1510.4,1888.0,2055.0,2222.0,2389.0,2556.0,2723.0,United Kingdom
661,Belarus,,,,,,20.0,20.4,20.8,21.2,21.6,22.0,28.2,34.4,40.6,46.8,53.0,109.2,165.4,221.60000000000002,277.8,334.0,302.6,271.2,239.8,208.4,177.0,194.2,211.4,228.6,245.8,263.0,United Kingdom
662,Belgium,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,71.2,142.4,213.60000000000002,284.8,356.0,990.8,1625.6,2260.3999999999996,2895.2,3530.0,3286.0,3042.0,2798.0,2554.0,2310.0,2607.8,2905.6,3203.4,3501.2,3799.0,United Kingdom
663,Bosnia and Herzegovina,,,,,,183.0,185.8,188.6,191.4,194.2,197.0,266.2,335.4,404.6,473.8,543.0,817.2,1091.4,1365.6,1639.8,1914.0,1757.8,1601.6,1445.4,1289.2,1133.0,1258.0,1383.0,1508.0,1633.0,1758.0,United Kingdom
664,Botswana,,,,,,78.0,78.8,79.6,80.4,81.2,82.0,65.6,49.2,32.800000000000004,16.400000000000006,0.0,109.2,218.4,327.6,436.8,546.0,483.4,420.8,358.2,295.6,233.0,269.2,305.4,341.6,377.8,414.0,United Kingdom
665,Brazil,,,,,,1058.0,1072.8,1087.6,1102.4,1117.2,1132.0,905.6,679.2,452.79999999999995,226.39999999999998,0.0,1010.6,2021.2,3031.8,4042.4,5053.0,4568.2,4083.4,3598.6,3113.8,2629.0,2893.0,3157.0,3421.0,3685.0,3949.0,United Kingdom
666,Brunei,,,,,,77.0,78.0,79.0,80.0,81.0,82.0,65.6,49.2,32.800000000000004,16.400000000000006,0.0,109.8,219.6,329.4,439.2,549.0,488.8,428.6,368.4,308.2,248.0,282.4,316.8,351.2,385.6,420.0,United Kingdom
667,Bulgaria,,,,,,162.0,165.4,168.8,172.2,175.6,179.0,143.2,107.4,71.60000000000001,35.80000000000001,0.0,429.0,858.0,1287.0,1716.0,2145.0,1913.4,1681.8,1450.2,1218.6,987.0,1096.6,1206.2,1315.8,1425.4,1535.0,United Kingdom
668,Cameroon,,,,,,133.0,134.4,135.8,137.2,138.6,140.0,120.0,100.0,80.0,60.0,40.0,242.8,445.6,648.4000000000001,851.2,1054.0,939.6,825.2,710.8,596.4,482.0,559.6,637.2,714.8,792.4,870.0,United Kingdom
669,Canada,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3203.6,6407.2,9610.8,12814.4,16018.0,14725.4,13432.8,12140.2,10847.6,9555.0,10764.2,11973.4,13182.6,14391.8,15601.0,United Kingdom
670,Chile,,,,,,423.0,427.8,432.6,437.4,442.2,447.0,357.6,268.2,178.79999999999995,89.39999999999998,0.0,294.0,588.0,882.0,1176.0,1470.0,1329.2,1188.4,1047.6,906.8,766.0,872.4,978.8,1085.2,1191.6,1298.0,United Kingdom
671,China,,,,,,1288.0,1322.2,1356.4,1390.6,1424.8,1459.0,1167.2,875.4,583.5999999999999,291.79999999999995,0.0,2167.8,4335.6,6503.400000000001,8671.2,10839.0,9914.0,8989.0,8064.0,7139.0,6214.0,7045.6,7877.2,8708.8,9540.4,10372.0,United Kingdom
672,"China, Hong Kong SAR",,,,,,4274.0,4319.0,4364.0,4409.0,4454.0,4499.0,4606.8,4714.6,4822.4,4930.2,5038.0,4562.2,4086.4,3610.6,3134.8,2659.0,3468.0,4277.0,5086.0,5895.0,6704.0,7740.8,8777.6,9814.4,10851.2,11888.0,United Kingdom
673,Colombia,,,,,,458.0,463.4,468.8,474.2,479.6,485.0,492.6,500.2,507.8,515.4,523.0,797.2,1071.4,1345.6,1619.8,1894.0,1788.0,1682.0,1576.0,1470.0,1364.0,1505.8,1647.6,1789.4,1931.2,2073.0,United Kingdom
674,"Congo, Dem. Rep. of the",,,,,,297.0,298.8,300.6,302.4,304.2,306.0,312.0,318.0,324.0,330.0,336.0,451.4,566.8,682.2,797.6,913.0,847.6,782.2,716.8,651.4,586.0,709.2,832.4,955.6,1078.8,1202.0,United Kingdom
675,"Congo, Rep. of the",,,,,,112.0,113.0,114.0,115.0,116.0,117.0,119.2,121.4,123.6,125.8,128.0,175.6,223.2,270.8,318.4,366.0,342.0,318.0,294.0,270.0,246.0,289.6,333.2,376.8,420.4,464.0,United Kingdom
676,Cote d'Ivoire,,,,,,112.0,112.8,113.6,114.4,115.2,116.0,111.8,107.6,103.4,99.2,95.0,161.8,228.6,295.4,362.2,429.0,389.0,349.0,309.0,269.0,229.0,281.6,334.2,386.8,439.4,492.0,United Kingdom
677,Croatia,,,,,,194.0,197.4,200.8,204.2,207.6,211.0,279.2,347.4,415.6,483.8,552.0,816.4,1080.8,1345.1999999999998,1609.6,1874.0,1733.4,1592.8,1452.2,1311.6,1171.0,1284.6,1398.2,1511.8,1625.4,1739.0,United Kingdom
678,Cuba,,,,,,34.0,34.6,35.2,35.8,36.4,37.0,51.6,66.2,80.8,95.4,110.0,132.6,155.2,177.8,200.4,223.0,207.8,192.6,177.4,162.2,147.0,168.6,190.2,211.8,233.4,255.0,United Kingdom
679,Cyprus,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2666.8,5333.6,8000.400000000001,10667.2,13334.0,10667.2,8000.4,5333.599999999999,2666.7999999999993,0.0,748.2,1496.4,2244.6000000000004,2992.8,3741.0,4403.8,5066.6,5729.4,6392.2,7055.0,United Kingdom
680,Czech Republic,,,,,,518.0,527.2,536.4,545.6,554.8,564.0,451.2,338.4,225.60000000000002,112.80000000000001,0.0,437.0,874.0,1311.0,1748.0,2185.0,1996.8,1808.6,1620.4,1432.2,1244.0,1367.6,1491.2,1614.8,1738.4,1862.0,United Kingdom
681,Denmark,,,,,,333.0,348.6,364.2,379.8,395.4,411.0,328.8,246.6,164.39999999999998,82.19999999999999,0.0,949.4,1898.8,2848.2,3797.6,4747.0,4333.0,3919.0,3505.0,3091.0,2677.0,2994.6,3312.2,3629.8,3947.4,4265.0,United Kingdom
682,Dominica,,,,,,248.0,252.6,257.2,261.8,266.4,271.0,482.2,693.4,904.5999999999999,1115.8,1327.0,1061.6,796.2,530.8000000000001,265.4000000000001,0.0,81.6,163.2,244.79999999999998,326.4,408.0,446.8,485.6,524.4,563.2,602.0,United Kingdom
683,Ecuador,,,,,,190.0,192.2,194.4,196.6,198.8,201.0,160.8,120.6,80.39999999999999,40.19999999999999,0.0,55.4,110.8,166.2,221.6,277.0,268.0,259.0,250.0,241.0,232.0,260.6,289.2,317.8,346.4,375.0,United Kingdom
684,Egypt,,,,,,1256.0,1271.8,1287.6,1303.4,1319.2,1335.0,1068.0,801.0,534.0,267.0,0.0,1180.4,2360.8,3541.2000000000003,4721.6,5902.0,5353.8,4805.6,4257.4,3709.2,3161.0,3803.6,4446.2,5088.8,5731.4,6374.0,United Kingdom
685,Eritrea,,,,,,277.0,279.8,282.6,285.4,288.2,291.0,311.2,331.4,351.6,371.8,392.0,371.0,350.0,329.0,308.0,287.0,305.0,323.0,341.0,359.0,377.0,464.8,552.6,640.4,728.2,816.0,United Kingdom
686,Estonia,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,26.4,52.8,79.19999999999999,105.6,132.0,135.8,139.6,143.4,147.2,151.0,148.6,146.2,143.8,141.4,139.0,153.2,167.4,181.6,195.8,210.0,United Kingdom
687,Ethiopia,,,,,,316.0,318.6,321.2,323.8,326.4,329.0,313.6,298.2,282.8,267.4,252.0,528.0,804.0,1080.0,1356.0,1632.0,1467.2,1302.4,1137.6,972.8,808.0,974.4,1140.8,1307.2,1473.6,1640.0,United Kingdom
688,Fiji,,,,,,131.0,132.2,133.4,134.6,135.8,137.0,167.4,197.8,228.2,258.6,289.0,266.0,243.0,220.0,197.0,174.0,192.8,211.6,230.4,249.2,268.0,306.6,345.2,383.8,422.4,461.0,United Kingdom
689,Finland,,,,,,384.0,396.2,408.4,420.6,432.8,445.0,356.0,267.0,178.0,89.0,0.0,770.6,1541.2,2311.8,3082.4,3853.0,3493.4,3133.8,2774.2,2414.6,2055.0,2204.8,2354.6,2504.4,2654.2,2804.0,United Kingdom
690,France,,,,,,2875.0,2963.8,3052.6,3141.4,3230.2,3319.0,2655.2,1991.4,1327.6000000000001,663.8000000000002,0.0,5915.2,11830.4,17745.6,23660.8,29576.0,26716.6,23857.2,20997.8,18138.4,15279.0,16830.8,18382.6,19934.4,21486.2,23038.0,United Kingdom
691,"Gambia, The",,,,,,127.0,129.0,131.0,133.0,135.0,137.0,144.8,152.6,160.4,168.2,176.0,227.4,278.8,330.2,381.6,433.0,404.8,376.6,348.4,320.2,292.0,354.4,416.8,479.2,541.6,604.0,United Kingdom
692,Germany,,,,,,2578.0,2721.4,2864.8,3008.2,3151.6,3295.0,5009.4,6723.8,8438.2,10152.6,11867.0,13347.8,14828.6,16309.4,17790.2,19271.0,19701.8,20132.6,20563.4,20994.2,21425.0,23997.4,26569.8,29142.2,31714.6,34287.0,United Kingdom
693,Ghana,,,,,,2571.0,2601.4,2631.8,2662.2,2692.6,2723.0,2232.6,1742.2,1251.8000000000002,761.4000000000001,271.0,2238.6,4206.2,6173.799999999999,8141.4,10109.0,9320.2,8531.4,7742.6,6953.8,6165.0,7241.6,8318.2,9394.8,10471.4,11548.0,United Kingdom
694,Greece,,,,,,956.0,965.2,974.4,983.6,992.8,1002.0,801.6,601.2,400.79999999999995,200.39999999999998,0.0,1621.6,3243.2,4864.799999999999,6486.4,8108.0,7205.2,6302.4,5399.6,4496.8,3594.0,4207.2,4820.4,5433.6,6046.8,6660.0,United Kingdom
695,Grenada,,,,,,369.0,376.2,383.4,390.6,397.8,405.0,699.6,994.2,1288.8000000000002,1583.4,1878.0,1502.4,1126.8,751.1999999999998,375.5999999999999,0.0,150.2,300.4,450.59999999999997,600.8,751.0,815.6,880.2,944.8,1009.4,1074.0,United Kingdom
696,Guyana,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,39.8,79.6,119.39999999999999,159.2,199.0,346.0,493.0,640.0,787.0,934.0,1195.8,1457.6,1719.4,1981.2,2243.0,2475.8,2708.6,2941.4,3174.2,3407.0,United Kingdom
697,Hungary,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,134.2,268.4,402.59999999999997,536.8,671.0,674.4,677.8,681.2,684.6,688.0,805.0,922.0,1039.0,1156.0,1273.0,1431.8,1590.6,1749.4,1908.2,2067.0,United Kingdom
698,Iceland,,,,,,78.0,78.8,79.6,80.4,81.2,82.0,65.6,49.2,32.800000000000004,16.400000000000006,0.0,92.8,185.6,278.4,371.2,464.0,415.2,366.4,317.6,268.8,220.0,250.2,280.4,310.6,340.8,371.0,United Kingdom
699,India,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10071.2,20142.4,30213.600000000002,40284.8,50356.0,44508.4,38660.8,32813.2,26965.6,21118.0,25581.8,30045.6,34509.4,38973.2,43437.0,50815.4,58193.8,65572.2,72950.6,80329.0,United Kingdom
700,Indonesia,,,,,,330.0,334.6,339.2,343.8,348.4,353.0,282.4,211.8,141.20000000000002,70.60000000000002,0.0,348.6,697.2,1045.8000000000002,1394.4,1743.0,1574.0,1405.0,1236.0,1067.0,898.0,1016.4,1134.8,1253.2,1371.6,1490.0,United Kingdom
701,Iran,,,,,,3062.0,3098.0,3134.0,3170.0,3206.0,3242.0,2593.6,1945.2,1296.8000000000002,648.4000000000001,0.0,2817.6,5635.2,8452.8,11270.4,14088.0,12474.4,10860.8,9247.2,7633.6,6020.0,7233.0,8446.0,9659.0,10872.0,12085.0,United Kingdom
702,Iraq,,,,,,2981.0,2989.0,2997.0,3005.0,3013.0,3021.0,2416.8,1812.6,1208.3999999999999,604.1999999999998,0.0,2013.4,4026.8,6040.200000000001,8053.6,10067.0,8853.8,7640.6,6427.4,5214.2,4001.0,4882.0,5763.0,6644.0,7525.0,8406.0,United Kingdom
703,Ireland,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15527.0,31054.0,46581.0,62108.0,77635.0,62108.0,46581.0,31054.0,15527.0,0.0,7176.8,14353.6,21530.4,28707.2,35884.0,39625.4,43366.8,47108.2,50849.6,54591.0,United Kingdom
704,Israel,,,,,,608.0,621.4,634.8,648.2,661.6,675.0,540.0,405.0,270.0,135.0,0.0,472.6,945.2,1417.8000000000002,1890.4,2363.0,2179.4,1995.8,1812.2,1628.6,1445.0,1657.4,1869.8,2082.2,2294.6,2507.0,United Kingdom
705,Italy,,,,,,1556.0,1592.0,1628.0,1664.0,1700.0,1736.0,5119.4,8502.8,11886.2,15269.6,18653.0,14922.4,11191.8,7461.200000000001,3730.6000000000004,0.0,1618.4,3236.8,4855.200000000001,6473.6,8092.0,9254.2,10416.4,11578.6,12740.8,13903.0,United Kingdom
706,Jamaica,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5930.6,11861.2,17791.800000000003,23722.4,29653.0,23722.4,17791.8,11861.199999999997,5930.5999999999985,0.0,1861.4,3722.8,5584.200000000001,7445.6,9307.0,10026.4,10745.8,11465.2,12184.6,12904.0,United Kingdom
707,Japan,,,,,,869.0,901.8,934.6,967.4,1000.2,1033.0,826.4,619.8,413.20000000000005,206.60000000000002,0.0,2532.6,5065.2,7597.799999999999,10130.4,12663.0,11404.8,10146.6,8888.4,7630.2,6372.0,7107.2,7842.4,8577.6,9312.8,10048.0,United Kingdom
708,Jordan,,,,,,412.0,413.0,414.0,415.0,416.0,417.0,333.6,250.2,166.79999999999998,83.39999999999998,0.0,225.4,450.8,676.2,901.6,1127.0,985.2,843.4,701.5999999999999,559.8,418.0,513.2,608.4,703.6,798.8,894.0,United Kingdom
709,Kenya,,,,,,4488.0,4588.0,4688.0,4788.0,4888.0,4988.0,4987.4,4986.8,4986.2,4985.6,4985.0,5799.0,6613.0,7427.0,8241.0,9055.0,9702.2,10349.4,10996.6,11643.8,12291.0,14453.2,16615.4,18777.6,20939.8,23102.0,United Kingdom
710,Korea,,,,,,549.0,555.0,561.0,567.0,573.0,579.0,463.2,347.4,231.60000000000002,115.80000000000001,0.0,970.2,1940.4,2910.6000000000004,3880.8,4851.0,4315.2,3779.4,3243.6000000000004,2707.8,2172.0,2434.8,2697.6,2960.4,3223.2,3486.0,United Kingdom
711,Kuwait,,,,,,192.0,193.8,195.6,197.4,199.2,201.0,167.8,134.6,101.39999999999999,68.19999999999999,35.0,273.8,512.6,751.4000000000001,990.2,1229.0,1096.8,964.6,832.4000000000001,700.2,568.0,666.4,764.8,863.2,961.6,1060.0,United Kingdom
712,Latvia,,,,,,50.0,51.0,52.0,53.0,54.0,55.0,94.6,134.2,173.8,213.4,253.0,255.8,258.6,261.4,264.2,267.0,265.2,263.4,261.6,259.8,258.0,283.2,308.4,333.6,358.8,384.0,United Kingdom
713,Lebanon,,,,,,1121.0,1127.8,1134.6,1141.4,1148.2,1155.0,924.0,693.0,462.0,231.0,0.0,518.0,1036.0,1554.0,2072.0,2590.0,2330.6,2071.2,1811.8000000000002,1552.4,1293.0,1540.8,1788.6,2036.4,2284.2,2532.0,United Kingdom
714,Liberia,,,,,,66.0,66.6,67.2,67.8,68.4,69.0,68.8,68.6,68.4,68.2,68.0,90.4,112.8,135.2,157.6,180.0,168.0,156.0,144.0,132.0,120.0,146.0,172.0,198.0,224.0,250.0,United Kingdom
715,Libya,,,,,,443.0,448.2,453.4,458.6,463.8,469.0,375.2,281.4,187.60000000000002,93.80000000000001,0.0,491.8,983.6,1475.4,1967.2,2459.0,2192.0,1925.0,1658.0,1391.0,1124.0,1364.6,1605.2,1845.8,2086.4,2327.0,United Kingdom
716,Lithuania,,,,,,67.0,68.2,69.4,70.6,71.8,73.0,117.2,161.4,205.60000000000002,249.8,294.0,311.6,329.2,346.8,364.4,382.0,373.4,364.8,356.2,347.6,339.0,371.4,403.8,436.2,468.6,501.0,United Kingdom
717,Macedonia,,,,,,33.0,33.8,34.6,35.4,36.2,37.0,47.4,57.8,68.2,78.6,89.0,153.0,217.0,281.0,345.0,409.0,371.8,334.6,297.4,260.2,223.0,249.2,275.4,301.6,327.8,354.0,United Kingdom
718,Malawi,,,,,,367.0,374.4,381.8,389.2,396.6,404.0,494.8,585.6,676.4,767.2,858.0,886.8,915.6,944.4,973.2,1002.0,1025.4,1048.8,1072.2,1095.6,1119.0,1322.2,1525.4,1728.6,1931.8,2135.0,United Kingdom
719,Malaysia,,,,,,3691.0,3787.0,3883.0,3979.0,4075.0,4171.0,3336.8,2502.6,1668.3999999999996,834.1999999999998,0.0,3178.8,6357.6,9536.400000000001,12715.2,15894.0,14389.6,12885.2,11380.8,9876.4,8372.0,9368.6,10365.2,11361.8,12358.4,13355.0,United Kingdom
720,Malta,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,565.2,1130.4,1695.6000000000001,2260.8,2826.0,2260.8,1695.6,1130.3999999999999,565.1999999999998,0.0,466.0,932.0,1398.0,1864.0,2330.0,2683.4,3036.8,3390.2,3743.6,4097.0,United Kingdom
721,Mauritius,,,,,,691.0,726.4,761.8,797.2,832.6,868.0,694.4,520.8,347.20000000000005,173.60000000000002,0.0,1115.8,2231.6,3347.3999999999996,4463.2,5579.0,5134.8,4690.6,4246.4,3802.2,3358.0,4013.4,4668.8,5324.2,5979.6,6635.0,United Kingdom
722,Mexico,,,,,,399.0,403.0,407.0,411.0,415.0,419.0,335.2,251.4,167.60000000000002,83.80000000000001,0.0,470.2,940.4,1410.6,1880.8,2351.0,2079.4,1807.8,1536.1999999999998,1264.6,993.0,1128.2,1263.4,1398.6,1533.8,1669.0,United Kingdom
723,Morocco,,,,,,259.0,262.6,266.2,269.8,273.4,277.0,544.6,812.2,1079.8000000000002,1347.4,1615.0,1329.0,1043.0,757.0,471.0,185.0,324.2,463.4,602.5999999999999,741.8,881.0,1049.8,1218.6,1387.4,1556.2,1725.0,United Kingdom
724,Mozambique,,,,,,149.0,150.4,151.8,153.2,154.6,156.0,174.8,193.6,212.4,231.2,250.0,207.0,164.0,121.0,78.0,35.0,68.6,102.2,135.8,169.4,203.0,237.8,272.6,307.4,342.2,377.0,United Kingdom
725,Myanmar,,,,,,573.0,579.4,585.8,592.2,598.6,605.0,484.0,363.0,242.0,121.0,0.0,184.4,368.8,553.2,737.6,922.0,942.8,963.6,984.4,1005.2,1026.0,1185.0,1344.0,1503.0,1662.0,1821.0,United Kingdom
726,Namibia,,,,,,41.0,41.2,41.4,41.6,41.8,42.0,35.2,28.4,21.6,14.8,8.0,70.2,132.4,194.60000000000002,256.8,319.0,284.8,250.6,216.39999999999998,182.2,148.0,170.4,192.8,215.2,237.6,260.0,United Kingdom
727,Nepal,,,,,,347.0,347.4,347.8,348.2,348.6,349.0,290.6,232.2,173.8,115.4,57.0,116.6,176.2,235.8,295.4,355.0,352.6,350.2,347.8,345.4,343.0,419.0,495.0,571.0,647.0,723.0,United Kingdom
728,Netherlands,,,,,,225.0,261.4,297.8,334.2,370.6,407.0,325.6,244.2,162.79999999999998,81.39999999999998,0.0,1950.0,3900.0,5850.0,7800.0,9750.0,8855.2,7960.4,7065.6,6170.8,5276.0,6036.6,6797.2,7557.8,8318.4,9079.0,United Kingdom
729,New Zealand,,,,,,3345.0,3401.0,3457.0,3513.0,3569.0,3625.0,2900.0,2175.0,1450.0,725.0,0.0,3870.2,7740.4,11610.599999999999,15480.8,19351.0,17374.8,15398.6,13422.4,11446.2,9470.0,10744.2,12018.4,13292.6,14566.8,15841.0,United Kingdom
730,Nigeria,,,,,,4614.0,4663.0,4712.0,4761.0,4810.0,4859.0,3887.2,2915.4,1943.6000000000004,971.8000000000002,0.0,6436.0,12872.0,19308.0,25744.0,32180.0,28526.4,24872.8,21219.2,17565.6,13912.0,16252.4,18592.8,20933.2,23273.6,25614.0,United Kingdom
731,Norway,,,,,,308.0,315.6,323.2,330.8,338.4,346.0,276.8,207.6,138.39999999999998,69.19999999999999,0.0,677.0,1354.0,2031.0,2708.0,3385.0,3054.8,2724.6,2394.4,2064.2,1734.0,1951.4,2168.8,2386.2,2603.6,2821.0,United Kingdom
732,Occupied Palestinian Territory,,,,,,236.0,237.4,238.8,240.2,241.6,243.0,194.4,145.8,97.19999999999999,48.599999999999994,0.0,148.4,296.8,445.20000000000005,593.6,742.0,663.0,584.0,505.0,426.0,347.0,425.2,503.4,581.6,659.8,738.0,United Kingdom
