,country,co2,expRD,expEd,expHealth,gdp,year
5501,Romania,81576.082,0.44395,4.15208244,5.27841282,174103695930.21347,29
5502,Russian Federation,1574045.082,1.2519200000000001,3.49945569,5.63820267,1222644282201.8623,29
5503,Rwanda,575.719,0.66627,1.95881653,8.12521267,5673410333.931453,29
5507,Saudi Arabia,468965.29600000003,0.07338,2.78823733,4.29042768,429097899279.01337,29
5508,Senegal,4723.096,0.361135,1.39118242,3.80207229,16248212852.215322,29
5509,Serbia,45932.842000000004,0.8173,5.76196337,9.34623241,45162894380.9318,29
5510,Seychelles,524.381,0.27282818181818186,2.3870522999999997,3.88408613,847397850.0944166,29
5512,Singapore,58642.664000000004,2.1292400000000002,1.18541074,3.39853096,194152286008.9378,29
5513,Slovak Republic,34037.094,0.47326,5.8082428,7.94779444,89046289247.01306,29
5514,Slovenia,15280.389,1.8162900000000002,6.15069437,8.540802000000001,50368056404.556816,29
5516,South Africa,503112.4,0.83562,3.59499741,7.11458683,295936485832.63513,29
5517,Spain,288237.201,1.35134,6.83674145,9.10707188,1485583495415.393,29
5518,Sri Lanka,13175.531,0.125655,1.70255029,4.1933918,42066217871.53486,29
5520,St. Lucia,385.035,0.30598000000000003,1.98702979,5.73588514,1401507888.8888886,29
5521,St. Vincent and the Grenadines,311.695,0.12028,2.6471591,4.33336353,674922481.4814813,29
5522,Sudan,15562.748,0.29844,2.6293632999999996,6.39496279,49957202646.410194,29
5524,Eswatini,1067.097,0.27013000000000004,4.46149063,8.63292217,3580417161.334482,29
5525,Sweden,43065.248,3.4459800000000005,7.23678303,8.77319241,436537014293.5535,29
5526,Switzerland,41767.13,2.8325975,3.3368845,10.37947655,541506500321.6616,29
5527,Tajikistan,2449.556,0.08577,1.08422637,5.85579777,4979481980.35098,29
5528,Tanzania,5918.5380000000005,0.3602533333333333,1.48484647,5.06306362,29081425282.294888,29
5529,Thailand,246114.372,0.23455,2.64681983,3.6193974,281710416557.29193,29
5531,Togo,2783.2529999999997,0.23476999999999998,0.95376474,4.95799303,3365711796.382064,29
5533,Trinidad and Tobago,44895.081,0.05665,2.61162734,5.48676443,19172165225.50151,29
5534,Tunisia,24788.92,0.70644,3.12067366,5.67045975,43454935940.16145,29
5535,Turkey,280683.18100000004,0.8094,4.42291498,5.49438715,649289324631.255,29
5538,Uganda,3380.974,0.35331,2.07674026,9.7387352,25019909334.670715,29
5539,Ukraine,260100.31,0.8572700000000001,3.84805918,6.60771894,117113410001.0268,29
5540,United Arab Emirates,168274.96300000002,0.48622,2.98414969,4.04999352,253547358747.4473,29
5541,United Kingdom,471389.18299999996,1.6825,8.29873276,10.01600361,2410909799034.1167,29
5542,United States,5263505.4569999995,2.8127,7.87894869,16.28372383,14448933025000.0,29
5543,Uruguay,8060.066,0.41252,5.12412119,8.63627434,31660911278.562656,29
5544,Uzbekistan,107131.405,0.20315,2.04317665,4.89245224,33689223673.257736,29
5546,"Venezuela, RB",181065.45899999997,0.24014000000000002,2.59487224,7.54578352,329787628928.4715,29
5547,Vietnam,128631.026,0.1909488888888889,1.91883636,5.29355097,106014659770.22217,29
5549,Zambia,2508.228,0.27819,0.43821606,4.42680454,15328342303.957512,29
5551,Albania,4598.418,0.15412,2.37874556,4.74581575,11926928505.523071,30
5552,Algeria,119177.5,0.26453583333333336,3.55551958,5.11716986,161155315145.81375,30
5554,Angola,29057.307999999997,0.03229,1.67409551,2.69509959,83799496611.2004,30
5556,Argentina,187904.414,0.56104,5.56834269,9.44546413,423627422092.4897,30
5557,Armenia,4209.715999999999,0.24139000000000002,1.68628836,9.23538303,9260284937.797813,30
5558,Australia,390861.86299999995,2.37586,6.10032845,8.4308424,1146138465603.8052,30
5559,Austria,67564.475,2.7261,7.39957905,10.22101879,391892746544.6899,30
5560,Azerbaijan,30678.122000000003,0.21848,1.01077783,2.48996663,52902703376.10565,30
5562,Bahrain,29266.327,0.10116,2.41982818,3.84291482,25713271276.595745,30
5565,Belarus,63043.064000000006,0.65268,3.84921908,5.65693998,57222490768.71434,30
5566,Belgium,110259.356,2.05081,7.78196096,10.23373413,480951629493.033,30
5570,Bolivia,15188.714,0.157,3.05729294,5.20230532,19649631314.048203,30
5571,Bosnia and Herzegovina,21275.933999999997,0.10248333333333333,6.13793087,9.01888275,17176781336.76441,30
5572,Botswana,4569.082,0.33710285714285715,3.5649550000000003,6.19402504,12786654498.35139,30
5573,Brazil,419754.156,1.15992,3.57879925,7.94913244,2208871646202.82,30
5574,Brunei Darussalam,8203.079,0.14013714285714285,2.09004593,2.27826118,13707370737.073708,30
5575,Bulgaria,44114.01,0.56387,3.94442153,7.14063406,50381825504.26424,30
5576,Burkina Faso,2104.8579999999997,0.204406,1.46920562,5.89295959,10109618964.284754,30
5577,Burundi,308.028,0.13719,1.9852922,11.27638912,2032135246.500036,30
5578,Cabo Verde,557.384,0.07264,2.8310132,4.47555733,1664310769.5522876,30
5579,Cambodia,5126.465999999999,0.09191076923076924,1.36283255,6.9116993,11242275198.978271,30
5581,Canada,527263.262,1.82958,7.81783676,10.6837883,1613464422811.134,30
5583,Chad,997.424,0.3005,0.85179925,4.06023359,10668102734.813234,30
5584,Chile,72250.901,0.32947,3.19127989,6.77489328,218537551220.07053,30
5585,China,8776040.416000001,1.7137200000000001,2.18420982,4.2079916,6087163874512.207,30
5586,Colombia,77040.003,0.19532,5.10725737,7.07130146,286563105192.4565,30
5588,"Congo, Dem. Rep.",2020.517,0.13291333333333333,0.39646775,3.74988651,21565720044.46341,30
5590,Costa Rica,7568.688,0.48491999999999996,5.8672061,8.11340141,37268614024.317764,30
5591,Cote d'Ivoire,6967.3,0.0956,0.81222534,6.10366869,24908781285.4756,30
5592,Croatia,20172.167,0.7422,6.75916767,8.10364056,59918313669.16715,30
5593,Cuba,34114.101,0.6076699999999999,9.70249653,10.688082699999999,64328000000.0,30
5594,Cyprus,7708.034000000001,0.44663,2.98153758,6.51767111,25732432719.07729,30
5595,Czech Republic,112745.582,1.3368799999999998,5.75914335,6.92806244,209069940963.17725,30
5596,Denmark,45815.498,2.9170700000000003,8.66742611,10.33315945,321995279401.5016,30
5600,Ecuador,36460.981,0.40297,3.19234061,7.12195635,69555367000.0,30
5601,"Egypt, Arab Rep.",202715.427,0.43345,1.36768734,4.15319157,218983666061.70602,30
5602,El Salvador,6457.5869999999995,0.07806,4.44353056,8.23629189,18447920000.0,30
5605,Estonia,17781.283,1.58162,4.65455818,6.27224827,19693608289.0773,30
5606,Ethiopia,6527.26,0.24136999999999997,0.94396871,5.46637201,29933790334.34179,30
5608,Finland,61928.295999999995,3.7259800000000003,7.1804533,9.14202785,249181190476.36905,30
5609,France,353033.091,2.17857,7.92060995,11.24011326,2642609548930.356,30
5610,Gabon,4800.103,0.57924,1.57325757,2.47556901,14372591916.47923,30
5611,"Gambia, The",432.70599999999996,0.07528,0.8924976,4.09267378,1543292392.5460515,30
5612,Georgia,6314.5740000000005,0.11851124999999997,2.03442121,9.54538918,12243505582.674072,30
5613,Germany,757880.892,2.71367,8.40024948,11.0968647,3396354075663.728,30
5614,Ghana,9955.905,0.37655,2.38421845,4.69206762,32197272797.2028,30
5615,Greece,83856.95599999999,0.59838,6.55705261,9.51564121,299361576293.3317,30
5617,Guatemala,11400.703000000001,0.0435,2.06968474,6.14943743,41338008612.77271,30
5622,Honduras,8104.07,0.02705181818181818,3.69605827,8.72536373,15839344591.984163,30
5623,Hungary,50223.232,1.13945,5.00201082,7.507643700000001,131916516051.9849,30
5624,Iceland,1961.845,2.5043900000000003,6.86232805,8.53229141,13683689692.658314,30
5625,India,1719690.9880000001,0.7884899999999999,0.85750186,3.27211905,1675615335600.5637,30
5626,Indonesia,428760.30799999996,0.083665,0.76151109,2.96089983,755094160363.0709,30
5627,"Iran, Islamic Rep.",573031.089,0.26442,2.18561411,6.75473118,486807615326.1469,30
5628,Iraq,112195.53199999999,0.03684,2.38663769,3.23055601,138461538461.53845,30
5629,Ireland,40058.308,1.59153,8.00081444,10.50265503,222148757577.89072,30
5630,Israel,68880.928,3.9398400000000002,4.40665483,7.01676989,233995676087.69785,30
5631,Italy,405361.18100000004,1.2231100000000001,6.9949379,8.91602039,2134017843247.156,30
5632,Jamaica,7161.651,0.06096,3.04630113,5.29506969,13220556882.704617,30
5633,Japan,1172611.258,3.13708,7.50189209,9.15677357,5700098114744.41,30
5634,Jordan,21180.592,0.499675,5.59641838,8.38929749,27133804244.3669,30
5635,Kazakhstan,248549.26,0.15341,1.84399545,2.73641396,148047348240.64334,30
5636,Kenya,12174.44,0.78577,1.77154517,6.11675072,40000088346.804115,30
5638,"Korea, Rep.",566716.515,3.4659400000000002,3.51182413,5.91734409,1144066965324.494,30
5639,Kuwait,89625.147,0.1014,2.33380699,2.75703621,115419399860.43265,30
5640,Kyrgyz Republic,6384.246999999999,0.15547,3.41518068,6.95027208,4794357795.071392,30
5641,Lao PDR,3142.619,0.0371,0.60363603,2.91155219,7127792629.582945,30
5642,Latvia,8074.734,0.61078,3.69442487,6.13846397,23877564355.990383,30
5644,Lesotho,2277.2070000000003,0.02009,4.4081049000000005,7.61773348,2269525779.3928795,30
5646,Lithuania,13468.891000000001,0.7834800000000001,4.85810804,6.83376026,37138464732.9838,30
5647,Luxembourg,10967.997,1.5025700000000002,6.0416913,7.03158236,53212476812.295685,30
5648,North Macedonia,8602.782,0.21634,4.06657267,6.71369648,9407168702.4313,30
5649,Madagascar,1958.1779999999999,0.11324000000000001,2.13586569,5.32034874,9982711030.263884,30
5651,Malaysia,219506.62,1.03608,1.67889237,3.18466234,255016609232.8708,30
5653,Mali,1976.513,0.5836,0.66909844,4.67923403,10689167195.337536,30
5654,Malta,2559.5660000000003,0.6066699999999999,5.30343199,8.21274376,9035932177.77961,30
5656,Mauritania,2236.87,0.014190000000000001,0.94922167,3.421592,5628882266.3776655,30
5657,Mauritius,3916.3559999999998,0.22995857142857146,2.021703,4.57982111,10003670690.349657,30
5658,Mexico,464308.206,0.49485,2.90672731,5.97513008,1057801295584.0457,30
5660,Moldova,4932.115,0.3665,4.64634132,10.13112831,6974960345.371201,30
5662,Mongolia,13820.923,0.24438000000000001,2.44484353,3.73945689,7189481824.072877,30
5663,Morocco,55958.42,0.71454,2.3400414,5.86408854,93216746661.59767,30
5664,Mozambique,2735.5820000000003,0.42252,1.39774489,5.83412266,11104648673.00155,30
5665,Myanmar,13157.196000000002,0.09266666666666666,0.18427309,1.87254584,49540813342.4834,30
5666,Namibia,3102.282,0.14165,3.98765874,9.72611046,11268186636.290464,30
5668,Nepal,5056.793,0.3022,0.90184736,4.97475052,16002656434.474615,30
5669,Netherlands,185355.849,1.7040400000000002,6.830552099999999,10.15508747,846554894931.0839,30
5670,New Zealand,31752.553,1.24175,7.50315762,9.58612823,146619138358.9475,30
5671,Nicaragua,4536.079000000001,0.07805000000000001,3.55465937,7.71019173,8758639096.476934,30
5673,Nigeria,114150.043,0.13223,0.44847032,3.29653287,361456622215.7213,30
5674,Norway,49423.825999999994,1.64855,7.54125357,8.90553188,428757038466.84106,30
5675,Oman,47417.977,0.13645,2.33311391,2.82071519,56913065779.25877,30
5676,Pakistan,169466.738,0.388615,0.57170933,2.5967586,177165635077.06534,30
5678,Panama,9237.173,0.14453,4.69042492,7.08509684,29440300000.0,30
5679,Papua New Guinea,4763.433,0.031580000000000004,1.30032146,2.10756016,14250755221.507666,30
5680,Paraguay,5097.13,0.04187333333333333,2.13286233,4.62510777,27215968615.554825,30
5681,Peru,58066.945,0.09324285714285717,2.43060303,4.720619200000001,147528937028.77774,30
5682,Philippines,84887.383,0.11560999999999999,1.37587583,4.31276274,208368892319.2326,30
5683,Poland,316264.082,0.7207,4.58002424,6.4190917,479834179020.3297,30
5684,Portugal,48136.709,1.53257,6.86055708,9.83691692,237880908317.6521,30
5685,Qatar,72507.591,0.4786,1.27018631,1.78923905,125122306346.15385,30
5686,Romania,79412.552,0.45688,4.60896969,5.76906252,166309355234.58887,30
5687,Russian Federation,1670531.186,1.1302,3.04813218,4.9660778,1524917468442.0063,30
5688,Rwanda,590.387,0.66627,2.13486934,8.46126652,6124120673.419982,30
5692,Saudi Arabia,518491.79799999995,0.884,2.2592144,3.64786124,528207332649.536,30
5693,Senegal,7744.704000000001,0.43137,1.15321255,4.00045347,16230887978.499348,30
5694,Serbia,45745.825,0.70228,5.81205225,9.5273037,41819468691.82505,30
5695,Seychelles,443.707,0.2655127272727273,3.1060182999999997,4.82773542,969936525.2987287,30
5697,Singapore,58319.968,1.93137,1.14910603,3.20265365,239809387605.4272,30
5698,Slovak Republic,36240.961,0.6161399999999999,5.5424614000000005,7.74204493,90310718349.0156,30
5699,Slovenia,15335.393999999998,2.05763,6.19808006,8.56503296,48161250405.24681,30
5701,South Africa,469816.04,0.7370399999999999,3.91364288,7.41535425,375349442837.2398,30
5702,Spain,270910.626,1.34961,6.78822565,9.1185751,1420722034063.002,30
5703,Sri Lanka,13263.538999999999,0.13687,1.56387687,3.86745548,56725749221.90431,30
5705,St. Lucia,403.37,0.30598000000000003,1.92207289,5.34843826,1486758037.037037,30
5706,St. Vincent and the Grenadines,220.02,0.12028,2.6955986000000003,4.55129194,681225925.9259259,30
5707,Sudan,15940.448999999999,0.29844,1.6462661,5.05810213,58167563412.75942,30
5709,Eswatini,1059.763,0.27013000000000004,4.22809029,8.59125805,4438778547.232694,30
5710,Sweden,52023.72900000001,3.2126200000000003,6.86272383,8.32738972,495812558843.3104,30
5711,Switzerland,39141.558,2.950475,3.32565379,10.27625465,583782978345.8345,30
5712,Tajikistan,2537.564,0.08914,1.18032789,5.73543406,5642178579.58438,30
5713,Tanzania,7106.646,0.37306999999999996,1.44997728,5.22392225,32014249841.415127,30
5714,Thailand,258901.201,0.298005,2.5009612999999997,3.39009976,341104820155.4644,30
5716,Togo,2636.573,0.23476999999999998,1.55495834,5.90041494,3429461495.4133463,30
5718,Trinidad and Tobago,47931.357,0.04771,2.44673586,5.08042908,22157948396.20422,30
5719,Tunisia,27660.181,0.69026,3.28053451,5.88395596,44050929160.26268,30
5720,Turkey,296315.602,0.79892,3.91593647,5.02053452,776967610957.2861,30
5723,Uganda,3920.0229999999997,0.47556000000000004,1.43233514,10.51574898,26558906013.77222,30
5724,Ukraine,304643.359,0.8334600000000001,3.68650508,6.81229019,136013155905.03555,30
5725,United Arab Emirates,158623.419,0.48622,2.7482419,3.87873054,289787338325.3914,30
5726,United Kingdom,492676.11799999996,1.6606299999999998,8.218776700000001,9.98915195,2475244321361.1133,30
5727,United States,5395532.125,2.7354,7.95006084,16.34537888,14992052727000.0,30
5728,Uruguay,6387.914000000001,0.34115,5.15671062,8.59421539,40284481653.434265,30
5729,Uzbekistan,104168.469,0.19523,2.22473955,5.11752939,46679875793.57241,30
5731,"Venezuela, RB",190361.30399999997,0.18823,2.58675599,6.83106995,393192354510.6531,30
5732,Vietnam,142737.975,0.19069444444444444,2.36388922,5.96677208,115931749697.24115,30
5734,Zambia,2691.578,0.27819,0.84136677,3.71929598,20265559483.854828,30
5736,Albania,5240.143,0.15412,2.36555696,4.79532719,12890765324.225588,31
5737,Algeria,121187.016,0.304235,3.72015285,5.26748085,200254371997.25464,31
5739,Angola,30586.447,0.03229,1.71321774,2.64560771,111789686464.4413,31
5741,Argentina,191622.75199999998,0.56597,5.68117332,9.41819859,530163281574.6575,31
5742,Armenia,4917.447,0.27014,1.6728667000000002,9.37588787,10142111334.496105,31
5743,Australia,391818.95,2.23765,6.25755644,8.54153824,1396649906339.3474,31
5744,Austria,65063.581,2.6686799999999997,7.28789806,10.02613258,431120310088.8197,31
5745,Azerbaijan,33248.689,0.21084,0.94790989,2.44641805,65951627200.202614,31
5747,Bahrain,28848.289,0.10116,2.2369225,3.57691312,28776595744.68085,31
5750,Belarus,64062.49,0.6776,3.08841515,4.87438536,61757788944.723625,31
5751,Belgium,99969.754,2.1553299999999997,7.89812183,10.39215851,522645519183.5909,31
5755,Bolivia,16299.815,0.157,3.02061009,5.17306805,23963033430.59536,31
5756,Bosnia and Herzegovina,23886.838,0.18390666666666666,6.27485657,9.17856026,18644723860.970932,31
5757,Botswana,4033.7,0.2979514285714285,3.54791331,5.77690315,15351972361.147669,31
5758,Brazil,439412.94299999997,1.1396600000000001,3.46574259,7.78833342,2616200980392.1567,31
5759,Brunei Darussalam,9695.548,0.157325,1.70617342,1.86409724,18525319977.74068,31
5760,Bulgaria,49354.153,0.53191,3.86639786,7.14162683,57386216850.33772,31
5761,Burkina Faso,2200.2,0.20876199999999998,1.51446652,5.22973108,12080296644.0643,31
5762,Burundi,425.37199999999996,0.12210499999999999,3.47107577,10.06996346,2235820867.8274293,31
5763,Cabo Verde,616.056,0.07264,2.86501932,4.30527449,1865915544.124455,31
5764,Cambodia,5218.141,0.0971746153846154,1.27987123,7.50353098,12829541141.012691,31
5766,Canada,522774.854,1.79132,7.63263273,10.33907032,1788647906047.7568,31
5768,Chad,821.408,0.3005,0.83746135,3.91046357,12172309522.61715,31
5769,Chile,79243.87,0.35144000000000003,3.19340086,6.7717886,252251992029.4417,31
5770,China,9733538.12,1.7803400000000003,2.32375598,4.32551336,7551500124203.357,31
5771,Colombia,76926.326,0.20625,4.98383522,6.78076839,334943871931.7454,31
5773,"Congo, Dem. Rep.",2493.56,0.18760666666666667,0.3542347,3.21934819,25839749198.82331,31
5775,Costa Rica,7374.3369999999995,0.46781999999999996,5.76850367,8.21805191,42262697840.38499,31
5776,Cote d'Ivoire,7245.991999999999,0.0956,0.80149698,6.07790899,25414875503.07842,31
5777,Croatia,19915.477,0.75041,6.38666391,7.79134035,62537851352.4904,31
5778,Cuba,29380.004,0.27192,10.06710052,11.31298637,68990000000.0,31
5779,Cyprus,7425.675,0.45553999999999994,3.05716181,6.44928503,27565469097.995544,31
5780,Czech Republic,107993.15,1.55571,5.83926439,6.97689199,229562733398.9475,31
5781,Denmark,40656.029,2.94465,8.48921585,10.15291023,344003137611.2712,31
5785,Ecuador,36482.983,0.33991,3.72740555,7.86521816,79276664000.0,31
5786,"Egypt, Arab Rep.",217412.763,0.53154,1.47460115,4.35707569,235989672977.6248,31
5787,El Salvador,6648.271,0.0355,4.86786413,8.14439964,20283790000.0,31
5790,Estonia,18096.645,2.30655,4.32523775,5.76757813,23391530006.31658,31
5791,Ethiopia,7135.982,0.3624933333333333,0.38117546,4.46897793,31952763089.330025,31
5793,Finland,56662.484000000004,3.63881,7.30151606,9.22303009,275243697751.0112,31
5794,France,331804.828,2.19161,7.86764717,11.20183182,2861408170264.605,31
5795,Gabon,4950.45,0.57924,1.58558345,2.55771565,18210308748.29124,31
5796,"Gambia, The",447.374,0.13308,1.01449692,4.34501791,1409694553.9093392,31
5797,Georgia,7990.393,0.1068975,1.46648049,8.38810349,15107441446.783278,31
5798,Germany,729810.007,2.79562,8.12612343,10.77629662,3744408602683.935,31
5799,Ghana,11525.381000000001,0.37655,2.3686533,4.74449921,39337314809.943436,31
5800,Greece,79841.591,0.67196,5.93172312,9.02808571,287797821676.1376,31
5802,Guatemala,11554.716999999999,0.048139999999999995,1.9845413,5.93635654,47654783851.82521,31
5807,Honduras,8789.799,0.024635454545454544,3.89370441,8.79187012,17710315005.999863,31
5808,Hungary,48587.75,1.18897,4.98313332,7.52545595,141759722464.00238,31
5809,Iceland,1881.171,2.41367,6.6056838,8.25131226,15158548262.772297,31
5810,India,1836561.945,0.75502,0.93731916,3.24634194,1823050405350.4167,31
5811,Indonesia,509969.69,0.08401,0.80038339,2.95542026,892969107923.0942,31
5812,"Iran, Islamic Rep.",589055.879,0.290485,2.20399976,6.60725069,580764902917.4391,31
5813,Iraq,136830.438,0.03476,2.08887672,2.79131818,185470085470.08548,31
5814,Ireland,35635.906,1.5605799999999999,7.74655724,10.70849514,237472361733.5464,31
5815,Israel,69130.284,4.0115099999999995,4.36771822,6.97842979,261468634287.0949,31
5816,Italy,397994.17799999996,1.20984,6.757155900000001,8.77413177,2291991045770.294,31
5817,Jamaica,7730.036,0.06096,3.09657407,5.23800421,14444655299.877172,31
5818,Japan,1190469.548,3.24477,8.89050579,10.61671734,6157459594823.718,31
5819,Jordan,21668.303,0.5343625,5.59766769,8.29931927,29524149164.899437,31
5820,Kazakhstan,259058.88199999998,0.15349000000000002,1.84243846,2.60236669,192626507971.58386,31
5821,Kenya,13457.89,0.78577,1.79381001,5.81170416,41953433591.410065,31
5823,"Korea, Rep.",589400.577,3.74361,3.51881123,6.00844383,1253223044718.987,31
5824,Kuwait,86658.54400000001,0.09898,2.25583363,2.61808419,154068115942.02896,31
5825,Kyrgyz Republic,7656.696,0.15633,3.69314885,7.10729122,6197766118.598557,31
5826,Lao PDR,3325.969,0.0371,0.36693901,1.94457507,8749241114.189129,31
5827,Latvia,7293.6630000000005,0.69662,3.53523493,5.56752443,28619991391.74572,31
5829,Lesotho,2328.545,0.011609999999999999,4.99492264,8.79661846,2622336147.880825,31
5831,Lithuania,13787.92,0.9039,4.57518196,6.5051464999999995,43582248869.61428,31
5832,Luxembourg,10894.657,1.4627700000000001,5.15382862,6.11205053,60004630234.41345,31
5833,North Macedonia,9306.846,0.22275999999999999,4.05699444,6.51887369,10494632699.385948,31
5834,Madagascar,2401.885,0.10588,1.95957994,5.18553019,11551821062.33342,31
5836,Malaysia,220405.035,1.03342,1.76474679,3.33996487,297951960784.3137,31
5838,Mali,2159.863,0.5298039999999999,0.60436165,4.01573372,12995074801.061008,31
5839,Malta,2548.565,0.6738,5.516858099999999,8.56064224,9638916472.153605,31
5841,Mauritania,2394.551,0.014190000000000001,0.98169792,3.23916149,6764635686.793447,31
5842,Mauritius,3920.0229999999997,0.2038442857142857,1.77170992,4.3078289000000005,11518393367.2403,31
5843,Mexico,484429.035,0.47129,2.92619133,5.70114136,1180489601957.612,31
5845,Moldova,5020.123,0.33764,4.24517536,9.09670353,8414360656.296322,31
5847,Mongolia,21499.621,0.23054000000000002,2.13192797,3.58612084,10409797649.306314,31
5848,Morocco,56699.154,0.71454,2.35246205,5.7329935999999995,101370474295.10872,31
5849,Mozambique,3223.2929999999997,0.405518,1.39773679,5.40332603,14381552432.949404,31
5850,Myanmar,15144.71,0.08398,0.22954923,1.91946495,59977326085.990776,31
5851,Namibia,2830.9240000000004,0.19122750000000002,4.09209919,9.82976627,12343501808.21918,31
5853,Nepal,5533.503000000001,0.3022,0.90866268,5.0784235,18913574370.76004,31
5854,Netherlands,175704.305,1.8813099999999998,6.88881063,10.23357868,904085980796.0176,31
5855,New Zealand,31484.862,1.2309999999999999,7.49012613,9.50751114,168510189201.49362,31
5856,Nicaragua,4884.444,0.08344,3.53044677,7.44982004,9774262741.757826,31
5858,Nigeria,131685.637,0.13223,0.47937733,3.32077932,404993594133.582,31
5859,Norway,42394.187000000005,1.62534,7.41967487,8.78868103,498283438454.2811,31
5860,Oman,54029.578,0.13645,2.08465838,2.54776597,67872692582.2437,31
5861,Pakistan,171615.6,0.32916999999999996,0.6115550999999999,2.34442639,213587413183.9956,31
5863,Panama,10150.256,0.17304,4.29867077,6.59314489,34686200000.0,31
5864,Papua New Guinea,5328.151,0.031580000000000004,1.49705744,2.29397798,17984910495.725983,31
5865,Paraguay,5320.816999999999,0.042210000000000004,2.46438074,5.05373764,33715524703.928837,31
5866,Peru,49900.53599999999,0.08282,2.40976763,4.620932099999999,171761737046.58508,31
5867,Philippines,85705.12400000001,0.11725999999999999,1.10962784,4.20609283,234216730703.9141,31
5868,Poland,317037.81899999996,0.74588,4.42761946,6.23382092,528301269069.7988,31
5869,Portugal,47623.329000000005,1.4568299999999998,6.45204258,9.53497028,244797226567.1087,31
5870,Qatar,80435.645,0.4786,1.17667866,1.59996212,167775268614.03708,31
5871,Romania,85268.75099999999,0.49832,3.52314425,4.69901562,183326740143.01648,31
5872,Russian Federation,1763405.295,1.01261,3.00099611,4.79005241,2045925608274.369,31
5873,Rwanda,663.727,0.66627,2.27615142,8.21763229,6884889635.544509,31
5877,Saudi Arabia,499878.106,0.89784,2.4894464,3.71178317,671238840108.2292,31
5878,Senegal,8368.094000000001,0.46053599999999995,1.30168986,4.19347048,17902207621.624763,31
5879,Serbia,49009.455,0.68334,5.57045841,9.11380005,49258136128.96716,31
5880,Seychelles,326.363,0.2581972727272728,3.01365519,4.79911327,1065826669.8974236,31
5882,Singapore,46761.584,2.07065,1.17214501,3.15792179,279351168707.26666,31
5883,Slovak Republic,34524.805,0.6632600000000001,5.39235258,7.35716248,99122802874.17177,31
5884,Slovenia,15159.378,2.42358,6.16889191,8.53639603,51516366654.81972,31
5886,South Africa,477370.06,0.73451,4.081188200000001,7.49731731,416418874936.3045,31
5887,Spain,270547.593,1.32508,6.73760843,9.16859245,1478772824224.027,31
5888,Sri Lanka,15137.376,0.12485,1.58128607,3.71693707,65292753005.46645,31
5890,St. Lucia,407.037,0.30598000000000003,1.97047126,5.60638475,1576988407.4074073,31
5891,St. Vincent and the Grenadines,198.018,0.12028,2.53061962,4.46755743,676129629.6296296,31
5892,Sudan,15658.09,0.29844,1.28281772,5.61579561,57060450038.13881,31
5894,Eswatini,1074.431,0.27013000000000004,3.61155868,8.46997261,4820499497.321342,31
5895,Sweden,51734.03599999999,3.24522,8.80000973,10.42150974,574094112972.7327,31
5896,Switzerland,37183.38,3.0683525,3.40630889,10.34077358,699579638413.0111,31
5897,Tajikistan,2346.88,0.12147999999999999,1.30533111,5.85971832,6522732202.507483,31
5898,Tanzania,8093.069,0.42023333333333335,1.28681624,5.0559845,34657139495.403145,31
5899,Thailand,256264.628,0.36146,2.72706962,3.56825638,370819140946.5527,31
5901,Togo,2478.8920000000003,0.229005,1.44526744,5.99588251,3872459249.7463117,31
5903,Trinidad and Tobago,46933.933,0.04024,2.35490918,4.72197914,25433011405.30167,31
5904,Tunisia,26021.032000000003,0.70863,3.62853074,6.43202877,45810626509.44737,31
5905,Turkey,321122.857,0.79988,3.68182659,4.6530509,838785707000.1698,31
5908,Uganda,4264.721,0.3992775,1.3458451,8.92494392,27752712167.479904,31
5909,Ukraine,286392.7,0.7378,3.42371178,6.81617165,163159671670.26456,31
5910,United Arab Emirates,171626.60100000002,0.48622,2.65790033,3.67006993,350666031313.8189,31
5911,United Kingdom,447440.006,1.66488,8.17638111,9.97346497,2659310054646.231,31
5912,United States,5270047.385,2.76525,7.93388987,16.29982948,15542581104000.0,31
5913,Uruguay,7763.039000000001,0.3487,5.30997372,8.63529015,47962439302.665764,31
5914,Uzbekistan,113684.334,0.19499,2.28915787,5.28212595,56516280748.377716,31
5916,"Venezuela, RB",171362.577,0.15295999999999998,3.07864499,7.17709732,316482190800.3637,31
5917,Vietnam,152169.499,0.19044,2.27284098,5.87397575,135539438559.7094,31
5919,Zambia,2922.599,0.27819,1.20387995,3.46053243,23459515275.5776,31
5921,Albania,4924.781,0.15412,2.45518684,5.05526161,12319830252.476791,32
5922,Algeria,129987.81599999999,0.34393416666666665,4.37613964,6.00050974,209021250805.93167,32
5924,Angola,34176.44,0.03229,1.56333554,2.39574957,128052853643.10555,32
5926,Argentina,193027.21300000002,0.6349100000000001,6.13485479,9.82726669,545982375701.128,32
5927,Armenia,5694.851,0.23853000000000002,1.57816982,9.13455009,10619320048.585735,32
5928,Australia,388126.281,2.208175,6.18006754,8.67564774,1546151783872.9636,32
5929,Austria,62324.332,2.91472,7.43251085,10.19915581,409425234155.2632,32
5930,Azerbaijan,35397.551,0.21427,1.11365366,2.96481562,69683935845.21385,32
5932,Bahrain,27553.838,0.10116,2.68348098,4.10642147,30749308510.638294,32
5935,Belarus,62969.724,0.64603,3.44369793,5.245327,65685102554.87585,32
5936,Belgium,95132.981,2.27334,8.03161526,10.50683689,496181260258.3001,32
5940,Bolivia,18819.043999999998,0.157,2.9963541,5.2539444,27084497482.86165,32
